2026-04-17T00:00:37.520429+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-17T17:44:54.767246+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-17T17:45:35.116684+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-17T17:46:14.214928+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-17T17:46:51.978818+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-17T17:47:30.882963+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-17T17:48:09.113060+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-17T17:48:48.126917+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-17T17:49:28.478548+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-17T17:50:34.183935+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-17T17:51:19.885974+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-17T17:52:04.484609+00:00 | Are You Gonna Be My Girl | Jet | source:amperwave-api
2026-04-17T17:52:43.198034+00:00 | Are You Gonna Be My Girl | Jet | source:amperwave-api
2026-04-17T17:53:21.532848+00:00 | Are You Gonna Be My Girl | Jet | source:amperwave-api
2026-04-17T17:53:59.819455+00:00 | Are You Gonna Be My Girl | Jet | source:amperwave-api
2026-04-17T17:55:07.279482+00:00 | Alive | Pearl Jam | source:amperwave-api
2026-04-17T17:55:48.775133+00:00 | Alive | Pearl Jam | source:amperwave-api
2026-04-17T17:56:27.376933+00:00 | Alive | Pearl Jam | source:amperwave-api
2026-04-17T17:57:06.735740+00:00 | Alive | Pearl Jam | source:amperwave-api
2026-04-17T17:58:17.822740+00:00 | Alive | Pearl Jam | source:amperwave-api
2026-04-17T17:59:01.908554+00:00 | Alive | Pearl Jam | source:amperwave-api
2026-04-17T17:59:41.176968+00:00 | Alive | Pearl Jam | source:amperwave-api
2026-04-17T18:00:19.958460+00:00 | Alive | Pearl Jam | source:amperwave-api
2026-04-17T18:01:22.724686+00:00 | Wicked Garden | Stone Temple Pilots | source:amperwave-api
2026-04-17T18:02:10.217659+00:00 | Wicked Garden | Stone Temple Pilots | source:amperwave-api
2026-04-17T18:02:49.392952+00:00 | Wicked Garden | Stone Temple Pilots | source:amperwave-api
2026-04-17T18:03:29.271995+00:00 | Wicked Garden | Stone Temple Pilots | source:amperwave-api
2026-04-17T18:04:17.913998+00:00 | Wicked Garden | Stone Temple Pilots | source:amperwave-api
2026-04-17T18:05:01.012023+00:00 | Wicked Garden | Stone Temple Pilots | source:amperwave-api
2026-04-17T18:05:38.946614+00:00 | Mayday | Three Days Grace | source:amperwave-api
2026-04-17T18:06:16.924426+00:00 | Mayday | Three Days Grace | source:amperwave-api
2026-04-17T18:07:16.071911+00:00 | Mayday | Three Days Grace | source:amperwave-api
2026-04-17T18:08:03.516414+00:00 | Mayday | Three Days Grace | source:amperwave-api
2026-04-17T18:08:42.225600+00:00 | Mayday | Three Days Grace | source:amperwave-api
2026-04-17T18:09:19.634621+00:00 | Shout At The Devil | Motley Crue | source:amperwave-api
2026-04-17T18:09:58.916720+00:00 | Shout At The Devil | Motley Crue | source:amperwave-api
2026-04-17T18:10:37.303612+00:00 | Shout At The Devil | Motley Crue | source:amperwave-api
2026-04-17T18:11:16.379507+00:00 | Shout At The Devil | Motley Crue | source:amperwave-api
2026-04-17T18:11:57.122806+00:00 | Shout At The Devil | Motley Crue | source:amperwave-api
2026-04-17T18:12:37.667980+00:00 | Shout At The Devil | Motley Crue | source:amperwave-api
2026-04-17T18:13:17.595299+00:00 | Shout At The Devil | Motley Crue | source:amperwave-api
2026-04-17T18:13:56.924146+00:00 | Shout At The Devil | Motley Crue | source:amperwave-api
2026-04-17T18:14:35.267717+00:00 | Shout At The Devil | Motley Crue | source:amperwave-api
2026-04-17T18:15:14.689547+00:00 | Shout At The Devil | Motley Crue | source:amperwave-api
2026-04-17T18:15:54.407972+00:00 | Shout At The Devil | Motley Crue | source:amperwave-api
2026-04-17T18:16:36.217160+00:00 | Shout At The Devil | Motley Crue | source:amperwave-api
2026-04-17T18:17:15.941710+00:00 | Shout At The Devil | Motley Crue | source:amperwave-api
2026-04-17T18:17:54.242295+00:00 | Shout At The Devil | Motley Crue | source:amperwave-api
2026-04-17T18:18:44.776472+00:00 | Remedy | Seether | source:amperwave-api
2026-04-17T18:19:26.212583+00:00 | Remedy | Seether | source:amperwave-api
2026-04-17T18:20:04.998120+00:00 | Remedy | Seether | source:amperwave-api
2026-04-17T18:20:44.518936+00:00 | Remedy | Seether | source:amperwave-api
2026-04-17T18:21:22.698335+00:00 | Remedy | Seether | source:amperwave-api
2026-04-17T18:22:01.526860+00:00 | Remedy | Seether | source:amperwave-api
2026-04-17T18:22:40.324239+00:00 | Killing In The Name | Rage Against The Machine | source:amperwave-api
2026-04-17T18:23:19.249808+00:00 | Killing In The Name | Rage Against The Machine | source:amperwave-api
2026-04-17T18:24:06.161177+00:00 | Killing In The Name | Rage Against The Machine | source:amperwave-api
2026-04-17T18:24:46.934060+00:00 | Killing In The Name | Rage Against The Machine | source:amperwave-api
2026-04-17T18:25:24.753430+00:00 | Killing In The Name | Rage Against The Machine | source:amperwave-api
2026-04-17T18:26:01.975873+00:00 | Killing In The Name | Rage Against The Machine | source:amperwave-api
2026-04-17T18:27:12.216836+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-17T18:27:55.536023+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-17T18:28:32.211033+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-17T18:29:09.424770+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-17T18:29:57.874743+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-17T18:30:36.201551+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-17T18:31:14.600842+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-17T18:31:51.157242+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-17T18:32:40.664412+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-17T18:33:24.038641+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-17T18:34:01.303772+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-17T18:34:39.952656+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-17T18:35:31.496384+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-17T18:36:12.896157+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-17T18:36:52.200318+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-17T18:38:22.185220+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-17T18:39:01.675384+00:00 | By The Way | Red Hot Chili Peppers | source:amperwave-api
2026-04-17T18:39:40.721461+00:00 | By The Way | Red Hot Chili Peppers | source:amperwave-api
2026-04-17T18:40:18.950446+00:00 | By The Way | Red Hot Chili Peppers | source:amperwave-api
2026-04-17T18:40:58.171639+00:00 | By The Way | Red Hot Chili Peppers | source:amperwave-api
2026-04-17T18:41:37.071890+00:00 | By The Way | Red Hot Chili Peppers | source:amperwave-api
2026-04-17T18:42:17.692764+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-17T18:42:59.867840+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-17T18:43:40.031335+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-17T18:44:20.197770+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-17T18:45:01.159820+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-17T18:45:41.430200+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-17T18:46:41.698672+00:00 | Gone Away | The Offspring | source:amperwave-api
2026-04-17T18:47:27.410541+00:00 | Gone Away | The Offspring | source:amperwave-api
2026-04-17T18:48:07.195501+00:00 | Gone Away | The Offspring | source:amperwave-api
2026-04-17T18:48:47.441115+00:00 | Gone Away | The Offspring | source:amperwave-api
2026-04-17T18:49:27.140959+00:00 | Gone Away | The Offspring | source:amperwave-api
2026-04-17T18:50:11.479069+00:00 | Gone Away | The Offspring | source:amperwave-api
2026-04-17T18:50:53.459289+00:00 | So Far So Fake | Pierce The Veil | source:amperwave-api
2026-04-17T18:51:35.895053+00:00 | So Far So Fake | Pierce The Veil | source:amperwave-api
2026-04-17T18:52:17.342271+00:00 | So Far So Fake | Pierce The Veil | source:amperwave-api
2026-04-17T18:52:56.717494+00:00 | So Far So Fake | Pierce The Veil | source:amperwave-api
2026-04-17T18:53:37.473004+00:00 | So Far So Fake | Pierce The Veil | source:amperwave-api
2026-04-17T18:54:17.385744+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-17T18:55:00.317814+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-17T18:55:41.366526+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-17T18:56:20.794779+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-17T18:57:00.063494+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-17T18:58:05.777491+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-17T18:58:54.720619+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-17T18:59:33.624890+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-17T19:00:13.306658+00:00 | In Bloom | Nirvana | source:amperwave-api
2026-04-17T19:01:17.882496+00:00 | In Bloom | Nirvana | source:amperwave-api
2026-04-17T19:02:05.420289+00:00 | In Bloom | Nirvana | source:amperwave-api
2026-04-17T19:02:46.619528+00:00 | In Bloom | Nirvana | source:amperwave-api
2026-04-17T19:03:48.750207+00:00 | In Bloom | Nirvana | source:amperwave-api
2026-04-17T19:04:36.393915+00:00 | Youve Got Another Thing Coming | Judas Priest | source:amperwave-api
2026-04-17T19:05:14.934929+00:00 | Youve Got Another Thing Coming | Judas Priest | source:amperwave-api
2026-04-17T19:05:56.472907+00:00 | Youve Got Another Thing Coming | Judas Priest | source:amperwave-api
2026-04-17T19:06:45.020863+00:00 | Youve Got Another Thing Coming | Judas Priest | source:amperwave-api
2026-04-17T19:07:27.406895+00:00 | Youve Got Another Thing Coming | Judas Priest | source:amperwave-api
2026-04-17T19:08:06.784003+00:00 | Youve Got Another Thing Coming | Judas Priest | source:amperwave-api
2026-04-17T19:08:47.383901+00:00 | Youve Got Another Thing Coming | Judas Priest | source:amperwave-api
2026-04-17T19:09:41.469381+00:00 | The Emptiness Machine | Linkin Park | source:amperwave-api
2026-04-17T19:10:25.766821+00:00 | The Emptiness Machine | Linkin Park | source:amperwave-api
2026-04-17T19:11:05.901664+00:00 | The Emptiness Machine | Linkin Park | source:amperwave-api
2026-04-17T19:11:47.741299+00:00 | The Emptiness Machine | Linkin Park | source:amperwave-api
2026-04-17T19:12:27.919281+00:00 | The Emptiness Machine | Linkin Park | source:amperwave-api
2026-04-17T19:13:05.729695+00:00 | The Emptiness Machine | Linkin Park | source:amperwave-api
2026-04-17T19:13:46.527874+00:00 | The Emptiness Machine | Linkin Park | source:amperwave-api
2026-04-17T19:14:28.379539+00:00 | The Emptiness Machine | Linkin Park | source:amperwave-api
2026-04-17T19:15:07.662007+00:00 | The Emptiness Machine | Linkin Park | source:amperwave-api
2026-04-17T19:15:47.873383+00:00 | The Emptiness Machine | Linkin Park | source:amperwave-api
2026-04-17T19:16:26.606178+00:00 | The Emptiness Machine | Linkin Park | source:amperwave-api
2026-04-17T19:17:05.886357+00:00 | The Emptiness Machine | Linkin Park | source:amperwave-api
2026-04-17T19:17:45.400319+00:00 | The Emptiness Machine | Linkin Park | source:amperwave-api
2026-04-17T19:18:26.584629+00:00 | The Emptiness Machine | Linkin Park | source:amperwave-api
2026-04-17T19:19:05.896302+00:00 | What I Got | Sublime | source:amperwave-api
2026-04-17T19:19:45.270485+00:00 | What I Got | Sublime | source:amperwave-api
2026-04-17T19:20:45.967751+00:00 | What I Got | Sublime | source:amperwave-api
2026-04-17T19:21:26.945033+00:00 | What I Got | Sublime | source:amperwave-api
2026-04-17T19:22:04.804952+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-17T19:22:43.149790+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-17T19:23:21.272238+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-17T19:24:00.736387+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-17T19:24:39.432959+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-17T19:25:17.557368+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-17T19:25:57.526740+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-17T19:26:37.412571+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-17T19:27:43.023405+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-17T19:28:28.780366+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-17T19:29:07.348778+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-17T19:29:46.420240+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-17T19:30:55.131599+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-17T19:31:43.244859+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-17T19:32:24.111282+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-17T19:33:03.080243+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-17T19:34:05.850928+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-17T19:34:46.334311+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-17T19:35:23.551455+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-17T19:36:00.774192+00:00 | Machinehead | Bush | source:amperwave-api
2026-04-17T19:36:55.883567+00:00 | Machinehead | Bush | source:amperwave-api
2026-04-17T19:37:40.959171+00:00 | Machinehead | Bush | source:amperwave-api
2026-04-17T19:38:19.807938+00:00 | Machinehead | Bush | source:amperwave-api
2026-04-17T19:38:58.729926+00:00 | Machinehead | Bush | source:amperwave-api
2026-04-17T19:39:53.005699+00:00 | Machinehead | Bush | source:amperwave-api
2026-04-17T19:40:34.624234+00:00 | Twisting The Knife | Ice Nine Kills | source:amperwave-api
2026-04-17T19:41:11.639219+00:00 | Twisting The Knife | Ice Nine Kills | source:amperwave-api
2026-04-17T19:41:48.409978+00:00 | Twisting The Knife | Ice Nine Kills | source:amperwave-api
2026-04-17T19:42:25.947441+00:00 | Twisting The Knife | Ice Nine Kills | source:amperwave-api
2026-04-17T19:43:03.325116+00:00 | White Wedding | Billy Idol | source:amperwave-api
2026-04-17T19:43:41.543852+00:00 | White Wedding | Billy Idol | source:amperwave-api
2026-04-17T19:44:19.862218+00:00 | White Wedding | Billy Idol | source:amperwave-api
2026-04-17T19:44:57.076991+00:00 | White Wedding | Billy Idol | source:amperwave-api
2026-04-17T19:45:35.259294+00:00 | White Wedding | Billy Idol | source:amperwave-api
2026-04-17T19:46:13.430479+00:00 | White Wedding | Billy Idol | source:amperwave-api
2026-04-17T19:46:50.305712+00:00 | White Wedding | Billy Idol | source:amperwave-api
2026-04-17T19:47:27.128552+00:00 | Best Of You | Foo Fighters | source:amperwave-api
2026-04-17T19:48:03.716096+00:00 | Best Of You | Foo Fighters | source:amperwave-api
2026-04-17T19:48:40.377373+00:00 | Best Of You | Foo Fighters | source:amperwave-api
2026-04-17T19:49:17.672010+00:00 | Best Of You | Foo Fighters | source:amperwave-api
2026-04-17T19:49:55.082539+00:00 | Best Of You | Foo Fighters | source:amperwave-api
2026-04-17T19:50:37.414613+00:00 | Best Of You | Foo Fighters | source:amperwave-api
2026-04-17T19:51:17.067205+00:00 | Best Of You | Foo Fighters | source:amperwave-api
2026-04-17T19:51:53.616606+00:00 | Got The Life | Korn | source:amperwave-api
2026-04-17T19:52:30.345075+00:00 | Got The Life | Korn | source:amperwave-api
2026-04-17T19:53:30.515745+00:00 | Got The Life | Korn | source:amperwave-api
2026-04-17T19:54:08.554107+00:00 | Got The Life | Korn | source:amperwave-api
2026-04-17T19:54:45.431849+00:00 | Got The Life | Korn | source:amperwave-api
2026-04-17T19:55:21.900467+00:00 | Got The Life | Korn | source:amperwave-api
2026-04-17T19:56:21.962274+00:00 | Darkness Settles In | Five Finger Death Punch | source:amperwave-api
2026-04-17T19:57:05.221305+00:00 | Darkness Settles In | Five Finger Death Punch | source:amperwave-api
2026-04-17T19:57:42.439394+00:00 | Darkness Settles In | Five Finger Death Punch | source:amperwave-api
2026-04-17T19:58:19.101168+00:00 | Darkness Settles In | Five Finger Death Punch | source:amperwave-api
2026-04-17T19:59:17.349386+00:00 | Darkness Settles In | Five Finger Death Punch | source:amperwave-api
2026-04-17T19:59:55.210706+00:00 | Darkness Settles In | Five Finger Death Punch | source:amperwave-api
2026-04-17T20:00:31.777499+00:00 | I Stay Away | Alice In Chains | source:amperwave-api
2026-04-17T20:01:09.447816+00:00 | I Stay Away | Alice In Chains | source:amperwave-api
2026-04-17T20:01:46.221836+00:00 | I Stay Away | Alice In Chains | source:amperwave-api
2026-04-17T20:02:22.827485+00:00 | I Stay Away | Alice In Chains | source:amperwave-api
2026-04-17T20:03:19.579041+00:00 | I Stay Away | Alice In Chains | source:amperwave-api
2026-04-17T20:03:59.428716+00:00 | I Stay Away | Alice In Chains | source:amperwave-api
2026-04-17T20:04:37.630450+00:00 | I Stay Away | Alice In Chains | source:amperwave-api
2026-04-17T20:05:17.488542+00:00 | My Only Angel (Feat. Yungblud) | Aerosmith | source:amperwave-api
2026-04-17T20:06:07.356539+00:00 | My Only Angel (Feat. Yungblud) | Aerosmith | source:amperwave-api
2026-04-17T20:06:48.305332+00:00 | My Only Angel (Feat. Yungblud) | Aerosmith | source:amperwave-api
2026-04-17T20:07:25.977137+00:00 | My Only Angel (Feat. Yungblud) | Aerosmith | source:amperwave-api
2026-04-17T20:08:02.183952+00:00 | My Only Angel (Feat. Yungblud) | Aerosmith | source:amperwave-api
2026-04-17T20:08:38.850013+00:00 | My Only Angel (Feat. Yungblud) | Aerosmith | source:amperwave-api
2026-04-17T20:09:15.566219+00:00 | My Only Angel (Feat. Yungblud) | Aerosmith | source:amperwave-api
2026-04-17T20:09:52.340722+00:00 | The Happiest Days Of Our Lives/Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T20:10:28.753632+00:00 | The Happiest Days Of Our Lives/Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T20:11:05.287963+00:00 | The Happiest Days Of Our Lives/Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T20:11:41.588683+00:00 | The Happiest Days Of Our Lives/Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T20:12:17.917949+00:00 | The Happiest Days Of Our Lives/Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T20:12:55.645795+00:00 | The Happiest Days Of Our Lives/Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T20:13:32.300185+00:00 | The Happiest Days Of Our Lives/Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T20:14:10.277071+00:00 | The Happiest Days Of Our Lives/Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T20:14:48.326612+00:00 | The Happiest Days Of Our Lives/Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T20:15:24.949111+00:00 | The Happiest Days Of Our Lives/Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T20:17:22.424408+00:00 | The Happiest Days Of Our Lives/Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T20:17:59.345921+00:00 | The Happiest Days Of Our Lives/Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T20:18:36.046644+00:00 | The Happiest Days Of Our Lives/Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T20:19:39.849481+00:00 | The Happiest Days Of Our Lives/Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T20:20:23.484504+00:00 | The Happiest Days Of Our Lives/Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T20:20:59.992479+00:00 | The Happiest Days Of Our Lives/Another Brick In The Wall | Pink Floyd | source:amperwave-api
2026-04-17T20:21:36.366197+00:00 | The Kill (Bury Me) | Thirty Seconds To Mars | source:amperwave-api
2026-04-17T20:22:12.542557+00:00 | The Kill (Bury Me) | Thirty Seconds To Mars | source:amperwave-api
2026-04-17T20:23:17.201021+00:00 | The Kill (Bury Me) | Thirty Seconds To Mars | source:amperwave-api
2026-04-17T20:23:59.977105+00:00 | The Kill (Bury Me) | Thirty Seconds To Mars | source:amperwave-api
2026-04-17T20:24:36.034292+00:00 | The Kill (Bury Me) | Thirty Seconds To Mars | source:amperwave-api
2026-04-17T20:25:12.042180+00:00 | The Kill (Bury Me) | Thirty Seconds To Mars | source:amperwave-api
2026-04-17T20:26:08.409172+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-17T20:26:48.460595+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-17T20:27:24.689554+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-17T20:28:28.718868+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-17T20:29:15.794856+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-17T20:29:54.412409+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-17T20:30:30.696666+00:00 | Mr. Brownstone | Guns N Roses | source:amperwave-api
2026-04-17T20:31:07.644201+00:00 | Mr. Brownstone | Guns N Roses | source:amperwave-api
2026-04-17T20:32:07.649254+00:00 | Mr. Brownstone | Guns N Roses | source:amperwave-api
2026-04-17T20:32:49.216378+00:00 | Mr. Brownstone | Guns N Roses | source:amperwave-api
2026-04-17T20:33:27.004937+00:00 | Mr. Brownstone | Guns N Roses | source:amperwave-api
2026-04-17T20:34:03.879389+00:00 | Mr. Brownstone | Guns N Roses | source:amperwave-api
2026-04-17T20:34:40.365631+00:00 | Mr. Brownstone | Guns N Roses | source:amperwave-api
2026-04-17T20:35:16.232917+00:00 | Mr. Brownstone | Guns N Roses | source:amperwave-api
2026-04-17T20:35:52.780039+00:00 | Mr. Brownstone | Guns N Roses | source:amperwave-api
2026-04-17T20:36:28.958360+00:00 | Mr. Brownstone | Guns N Roses | source:amperwave-api
2026-04-17T20:37:05.402748+00:00 | Mr. Brownstone | Guns N Roses | source:amperwave-api
2026-04-17T20:37:41.770393+00:00 | Mr. Brownstone | Guns N Roses | source:amperwave-api
2026-04-17T20:38:17.240519+00:00 | Mr. Brownstone | Guns N Roses | source:amperwave-api
2026-04-17T20:38:53.014900+00:00 | Mr. Brownstone | Guns N Roses | source:amperwave-api
2026-04-17T20:39:29.736830+00:00 | Mr. Brownstone | Guns N Roses | source:amperwave-api
2026-04-17T20:40:07.422157+00:00 | Aerials | System Of A Down | source:amperwave-api
2026-04-17T20:40:44.345279+00:00 | Aerials | System Of A Down | source:amperwave-api
2026-04-17T20:41:20.663934+00:00 | Aerials | System Of A Down | source:amperwave-api
2026-04-17T20:41:56.931964+00:00 | Aerials | System Of A Down | source:amperwave-api
2026-04-17T20:42:39.018155+00:00 | Aerials | System Of A Down | source:amperwave-api
2026-04-17T20:43:16.850584+00:00 | Aerials | System Of A Down | source:amperwave-api
2026-04-17T20:43:53.621802+00:00 | Aerials | System Of A Down | source:amperwave-api
2026-04-17T20:44:31.317736+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-17T20:45:52.588947+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-17T20:46:29.645518+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-17T20:47:06.015472+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-17T20:48:03.652769+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-17T20:48:42.970859+00:00 | Sad But True | Metallica | source:amperwave-api
2026-04-17T20:49:19.719487+00:00 | Sad But True | Metallica | source:amperwave-api
2026-04-17T20:49:55.548047+00:00 | Sad But True | Metallica | source:amperwave-api
2026-04-17T20:50:52.408037+00:00 | Sad But True | Metallica | source:amperwave-api
2026-04-17T20:51:31.419952+00:00 | Sad But True | Metallica | source:amperwave-api
2026-04-17T20:52:07.519363+00:00 | Sad But True | Metallica | source:amperwave-api
2026-04-17T20:52:43.357216+00:00 | Sad But True | Metallica | source:amperwave-api
2026-04-17T20:53:29.199877+00:00 | Sad But True | Metallica | source:amperwave-api
2026-04-17T20:54:14.244915+00:00 | When Legends Rise (Live) | Godsmack | source:amperwave-api
2026-04-17T20:54:50.361823+00:00 | When Legends Rise (Live) | Godsmack | source:amperwave-api
2026-04-17T20:55:25.820440+00:00 | When Legends Rise (Live) | Godsmack | source:amperwave-api
2026-04-17T20:56:11.113807+00:00 | When Legends Rise (Live) | Godsmack | source:amperwave-api
2026-04-17T20:56:57.522224+00:00 | When Legends Rise (Live) | Godsmack | source:amperwave-api
2026-04-17T20:57:34.650385+00:00 | When Legends Rise (Live) | Godsmack | source:amperwave-api
2026-04-17T20:58:12.981236+00:00 | Cult Of Personality | Living Colour | source:amperwave-api
2026-04-17T20:58:50.319987+00:00 | Cult Of Personality | Living Colour | source:amperwave-api
2026-04-17T20:59:25.981977+00:00 | Cult Of Personality | Living Colour | source:amperwave-api
2026-04-17T21:00:02.142220+00:00 | Cult Of Personality | Living Colour | source:amperwave-api
2026-04-17T21:00:38.475669+00:00 | Cult Of Personality | Living Colour | source:amperwave-api
2026-04-17T21:01:16.335737+00:00 | Cult Of Personality | Living Colour | source:amperwave-api
2026-04-17T21:01:54.048587+00:00 | Cult Of Personality | Living Colour | source:amperwave-api
2026-04-17T21:02:30.132261+00:00 | Cult Of Personality | Living Colour | source:amperwave-api
2026-04-17T21:03:06.750469+00:00 | Cult Of Personality | Living Colour | source:amperwave-api
2026-04-17T21:03:43.512893+00:00 | Longview | Green Day | source:amperwave-api
2026-04-17T21:04:20.616295+00:00 | Longview | Green Day | source:amperwave-api
2026-04-17T21:04:57.439863+00:00 | Longview | Green Day | source:amperwave-api
2026-04-17T21:05:34.556214+00:00 | Longview | Green Day | source:amperwave-api
2026-04-17T21:06:37.811479+00:00 | Longview | Green Day | source:amperwave-api
2026-04-17T21:07:20.537512+00:00 | Longview | Green Day | source:amperwave-api
2026-04-17T21:07:57.355301+00:00 | Hot For Teacher | Van Halen | source:amperwave-api
2026-04-17T21:08:34.150279+00:00 | Hot For Teacher | Van Halen | source:amperwave-api
2026-04-17T21:09:49.671738+00:00 | Hot For Teacher | Van Halen | source:amperwave-api
2026-04-17T21:10:26.401489+00:00 | Hot For Teacher | Van Halen | source:amperwave-api
2026-04-17T21:11:03.079832+00:00 | Hot For Teacher | Van Halen | source:amperwave-api
2026-04-17T21:12:18.168304+00:00 | As Alive As You Need Me To Be | Nine Inch Nails | source:amperwave-api
2026-04-17T21:12:54.543386+00:00 | As Alive As You Need Me To Be | Nine Inch Nails | source:amperwave-api
2026-04-17T21:13:31.516051+00:00 | As Alive As You Need Me To Be | Nine Inch Nails | source:amperwave-api
2026-04-17T21:14:39.567770+00:00 | As Alive As You Need Me To Be | Nine Inch Nails | source:amperwave-api
2026-04-17T21:15:17.027336+00:00 | As Alive As You Need Me To Be | Nine Inch Nails | source:amperwave-api
