2026-04-17T00:00:03.505904+00:00 | Stay | The Kid Laroi Ft. Justin Bieber | source:amperwave-api
2026-04-17T17:01:27.690511+00:00 | Stacys Mom | Fountains Of Wayne | source:amperwave-api
2026-04-17T17:02:29.026621+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T17:03:09.312217+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T17:03:47.147264+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T17:04:25.801798+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T17:05:37.910225+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T17:06:16.493393+00:00 | Want To Want Me | Jason Derulo | source:amperwave-api
2026-04-17T17:06:55.741196+00:00 | Want To Want Me | Jason Derulo | source:amperwave-api
2026-04-17T17:07:34.514730+00:00 | Want To Want Me | Jason Derulo | source:amperwave-api
2026-04-17T17:08:44.585675+00:00 | Want To Want Me | Jason Derulo | source:amperwave-api
2026-04-17T17:09:24.494881+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T17:10:03.575827+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T17:10:42.175140+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T17:11:44.497844+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T17:12:24.059589+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T17:13:01.661490+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T17:13:40.885481+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T17:14:18.423108+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T17:14:55.904976+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T17:15:33.786283+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T17:16:12.543278+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T17:16:52.553333+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T17:17:29.451575+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T17:18:07.360443+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T17:18:46.263661+00:00 | --When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:19:24.434075+00:00 | --When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:20:02.569997+00:00 | --When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:20:40.087991+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:21:20.849000+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:21:59.547153+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:23:02.737376+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:23:41.755525+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:24:21.228996+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:25:00.023393+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:25:38.852943+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:26:19.421429+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:27:28.692616+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:28:07.986490+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:28:46.739297+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:29:25.267205+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:30:32.101800+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:31:11.535331+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:31:50.199580+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:32:29.038855+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:33:56.683483+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:34:34.734562+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:35:12.383280+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:35:50.674572+00:00 | Sucker | Jonas Brothers | source:amperwave-api
2026-04-17T17:36:57.316859+00:00 | /Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T17:37:35.012861+00:00 | /Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T17:38:13.453290+00:00 | /Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T17:38:52.173616+00:00 | /Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T17:39:54.434158+00:00 | Airplanes | B.O.B F/ Hayley Williams | source:amperwave-api
2026-04-17T17:40:33.488646+00:00 | Airplanes | B.O.B F/ Hayley Williams | source:amperwave-api
2026-04-17T17:41:12.031030+00:00 | Airplanes | B.O.B F/ Hayley Williams | source:amperwave-api
2026-04-17T17:41:50.599967+00:00 | Airplanes | B.O.B F/ Hayley Williams | source:amperwave-api
2026-04-17T17:42:28.868503+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-17T17:43:06.277570+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-17T17:43:43.898057+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-17T17:44:21.532406+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-17T17:44:59.859319+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-17T17:45:39.741140+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-17T17:46:18.755848+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:46:57.123825+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:47:35.433070+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:48:14.210222+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:48:53.724747+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:49:33.255817+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:50:46.220833+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:51:26.129088+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:52:09.800694+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:52:47.810743+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:53:26.939709+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:54:05.401297+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:55:15.139660+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:55:54.336528+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:56:32.571096+00:00 | --Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:57:12.896868+00:00 | I Like You | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-17T17:58:28.057413+00:00 | I Like You | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-17T17:59:07.535085+00:00 | I Like You | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-17T17:59:46.346491+00:00 | I Like You | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-17T18:00:24.123928+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T18:01:36.096226+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T18:02:14.966012+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T18:02:55.388247+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T18:03:35.169302+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T18:04:27.594541+00:00 | Enemy | Imagine Dragons | source:amperwave-api
2026-04-17T18:05:05.903318+00:00 | Enemy | Imagine Dragons | source:amperwave-api
2026-04-17T18:05:43.761766+00:00 | Enemy | Imagine Dragons | source:amperwave-api
2026-04-17T18:06:21.327775+00:00 | Enemy | Imagine Dragons | source:amperwave-api
2026-04-17T18:07:29.528098+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T18:08:09.357760+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T18:08:46.393386+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T18:09:25.259258+00:00 | --So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T18:10:03.393781+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-17T18:10:42.933871+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-17T18:11:22.482776+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-17T18:12:03.361119+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-17T18:12:42.995415+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T18:13:22.857861+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T18:14:01.668130+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T18:14:40.489326+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T18:15:20.599789+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T18:15:59.642017+00:00 | Good Luck, Babe! | Chappel Roan | source:amperwave-api
2026-04-17T18:16:42.457915+00:00 | Good Luck, Babe! | Chappel Roan | source:amperwave-api
2026-04-17T18:17:20.786039+00:00 | Good Luck, Babe! | Chappel Roan | source:amperwave-api
2026-04-17T18:17:58.896282+00:00 | Good Luck, Babe! | Chappel Roan | source:amperwave-api
2026-04-17T18:18:51.675371+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:19:31.715059+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:20:11.111181+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:20:49.432178+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:21:28.812390+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:22:06.395552+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:22:46.129107+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:23:23.400413+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:24:13.905676+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:24:51.723634+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:25:28.913350+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:26:06.956163+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:27:22.437978+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:27:59.490100+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:28:36.050268+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:29:13.709438+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:30:02.977688+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:30:40.700914+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:31:18.597069+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:31:55.606091+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:32:50.820251+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T18:33:28.186433+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T18:34:06.614457+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T18:34:44.161001+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T18:35:40.051102+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T18:36:18.058459+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T18:36:58.706233+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-17T18:37:48.275172+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-17T18:38:27.443294+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-17T18:39:06.377884+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-17T18:39:45.754900+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-17T18:40:24.687681+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-17T18:41:03.090598+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-17T18:41:44.006178+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-17T18:42:24.553599+00:00 | Give Me Everything | Pitbull Feat. Ne-Yo, Afrojack, Nayer | source:amperwave-api
2026-04-17T18:43:05.663323+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T18:43:46.788058+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T18:44:26.490454+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T18:45:06.627693+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T18:45:46.930844+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T18:46:53.461894+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T18:47:33.673697+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T18:48:13.683140+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T18:48:53.640606+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T18:49:37.820086+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T18:50:18.992459+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T18:51:01.300165+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T18:51:42.333198+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T18:52:22.709460+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T18:53:03.494131+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T18:53:42.746089+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T18:54:25.769195+00:00 | Lights | Ellie Goulding | source:amperwave-api
2026-04-17T18:55:06.437719+00:00 | Lights | Ellie Goulding | source:amperwave-api
2026-04-17T18:55:46.957807+00:00 | Lights | Ellie Goulding | source:amperwave-api
2026-04-17T18:56:26.806210+00:00 | Lights | Ellie Goulding | source:amperwave-api
2026-04-17T18:57:06.156152+00:00 | Lights | Ellie Goulding | source:amperwave-api
2026-04-17T18:58:20.154115+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T18:59:00.169019+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T18:59:39.667290+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:00:20.832587+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:01:30.564577+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:02:12.311505+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:02:53.164281+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:04:02.618567+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:04:41.705477+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:05:22.532949+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:06:01.554488+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:06:53.263955+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:07:32.990659+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:08:13.144001+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:08:52.905581+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:09:51.433572+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:10:31.140083+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:11:13.482804+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:11:53.235042+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:12:32.653594+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:13:12.578545+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:13:51.632633+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:14:33.472404+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:15:13.421187+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:15:53.354444+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:16:32.240128+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:17:11.223385+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:17:51.684207+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:18:32.152897+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:19:11.134396+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:19:50.122431+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:20:53.426241+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:21:31.337192+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:22:10.393214+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:22:47.990830+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:23:26.290149+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:24:05.671161+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:24:44.545220+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:25:23.480943+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:26:03.189518+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:26:43.029153+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:27:55.568558+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:28:33.315358+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:29:13.063120+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:29:51.032927+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:31:10.044015+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:31:50.829907+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:32:29.324804+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:33:07.554406+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:34:13.181068+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:34:49.985233+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:35:27.537877+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:36:05.936958+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:37:07.256624+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:37:46.200409+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:38:25.650791+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:39:03.512465+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:40:01.135509+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:40:38.785312+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:41:15.631201+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:41:52.797268+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:42:29.940355+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:43:08.210415+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:43:46.391947+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:44:23.971148+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:45:02.362321+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:45:40.200474+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:46:17.725335+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:46:54.162387+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:47:31.296476+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:48:07.534753+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:48:44.543184+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:49:22.070484+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:49:59.053062+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:50:44.461168+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:51:21.002339+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:51:57.249434+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:52:34.239159+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:53:35.758607+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:54:12.606243+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:54:49.051809+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:55:25.461855+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:56:32.586896+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:57:09.127220+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:57:46.490648+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:58:23.383749+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:59:22.273634+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:59:59.405975+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:00:35.526518+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:01:13.617362+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:01:50.270044+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:02:27.234204+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:03:25.716146+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:04:04.714701+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:04:41.850459+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:05:21.496216+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:06:15.447293+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:06:52.691864+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:07:29.698309+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:08:05.577352+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:08:43.042250+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:09:19.060323+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:09:55.978087+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:10:32.112729+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:11:08.683354+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:11:45.132560+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:12:23.011703+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:12:59.476777+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:13:36.344070+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:14:15.515669+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:14:51.872875+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:15:29.011836+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:16:49.573434+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:17:26.621409+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:18:03.111566+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:18:40.005850+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:19:48.904402+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:20:27.520953+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:21:03.686952+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:21:40.052692+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:22:16.287842+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:23:27.361886+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:24:03.413524+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:24:39.417586+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:25:15.316356+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:26:15.854285+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:26:51.983804+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:27:28.308011+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:28:43.066378+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:29:20.208796+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:29:57.582075+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:30:34.566047+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:31:10.723049+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:32:15.868898+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:32:53.804012+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:33:31.197978+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:34:07.781112+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:34:43.851580+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:35:20.124009+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:35:56.390826+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T20:36:32.467112+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
