2026-04-14T00:04:56.087077+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T03:27:27.961518+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T03:28:03.824125+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T03:28:38.783832+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T03:29:13.685576+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-14T03:29:49.542731+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-14T03:30:26.180755+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-14T03:31:01.881864+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-14T03:31:54.697782+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-14T03:32:30.001723+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T03:33:11.711188+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T03:33:47.697197+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T03:34:44.869055+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T03:35:19.617156+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T03:36:16.646948+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T03:36:51.506465+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T03:37:48.785607+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T03:38:50.987546+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T03:39:47.182410+00:00 | Sweater Weather | The Neighbourhood | source:amperwave-api
2026-04-14T03:40:21.698190+00:00 | Sweater Weather | The Neighbourhood | source:amperwave-api
2026-04-14T03:40:56.186182+00:00 | Sweater Weather | The Neighbourhood | source:amperwave-api
2026-04-14T03:41:31.544743+00:00 | Sweater Weather | The Neighbourhood | source:amperwave-api
2026-04-14T03:42:06.985067+00:00 | Sweater Weather | The Neighbourhood | source:amperwave-api
2026-04-14T03:42:42.540279+00:00 | Sweater Weather | The Neighbourhood | source:amperwave-api
2026-04-14T03:43:17.342818+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T03:43:52.116560+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T03:44:27.825739+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T03:45:03.498661+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T03:45:40.469291+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T03:46:30.942299+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T03:47:06.640567+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T03:48:03.798687+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T03:48:38.183645+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T03:49:36.608003+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T03:50:12.415222+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T03:50:47.988341+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T03:51:22.740405+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T03:51:57.726544+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T03:52:49.814541+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T03:53:24.295769+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T03:54:23.995300+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T03:54:59.212533+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-14T03:55:36.251452+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-14T03:56:11.377873+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-14T03:56:45.874246+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-14T03:57:21.477702+00:00 | Down | Jay Sean Feat. Lil Wayne | source:amperwave-api
2026-04-14T03:57:56.721890+00:00 | Down | Jay Sean Feat. Lil Wayne | source:amperwave-api
2026-04-14T03:58:31.737756+00:00 | Down | Jay Sean Feat. Lil Wayne | source:amperwave-api
2026-04-14T03:59:06.563049+00:00 | Down | Jay Sean Feat. Lil Wayne | source:amperwave-api
2026-04-14T03:59:42.178466+00:00 | Down | Jay Sean Feat. Lil Wayne | source:amperwave-api
2026-04-14T04:00:19.895024+00:00 | Down | Jay Sean Feat. Lil Wayne | source:amperwave-api
2026-04-14T04:00:59.031588+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:01:41.958503+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:02:21.131892+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:03:06.810238+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:03:42.483324+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:04:40.361269+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-14T04:05:15.773851+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-14T04:05:50.861558+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-14T04:06:26.248794+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-14T04:07:01.417401+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T04:07:55.324130+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T04:08:30.321816+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T04:09:25.488303+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T04:10:00.679441+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T04:10:35.720176+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T04:11:11.151436+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T04:11:45.869262+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T04:12:21.419202+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T04:12:58.980074+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T04:13:35.022104+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T04:14:10.401768+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T04:14:45.521043+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T04:15:20.791854+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T04:15:56.045758+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T04:16:31.639099+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-14T04:17:07.161131+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-14T04:18:01.419577+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-14T04:18:36.501536+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-14T04:19:31.056695+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T04:20:07.480708+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T04:20:44.219004+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T04:21:20.597101+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T04:21:55.632370+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T04:22:48.397138+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T04:23:24.233882+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T04:24:18.265108+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T04:24:53.432546+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T04:25:29.056174+00:00 | Blink | Corbyn Benson Ft. Tzuyu | source:amperwave-api
2026-04-14T04:26:03.779787+00:00 | Blink | Corbyn Benson Ft. Tzuyu | source:amperwave-api
2026-04-14T04:26:39.281900+00:00 | Blink | Corbyn Benson Ft. Tzuyu | source:amperwave-api
2026-04-14T04:27:14.825838+00:00 | Blink | Corbyn Benson Ft. Tzuyu | source:amperwave-api
2026-04-14T04:27:49.732819+00:00 | Blink | Corbyn Benson Ft. Tzuyu | source:amperwave-api
2026-04-14T04:28:24.898476+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T04:28:59.809118+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T04:29:34.327821+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T04:30:11.210465+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T04:30:49.043162+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T04:31:33.225982+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T04:32:08.135754+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T04:33:06.374461+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T04:33:41.430519+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T04:34:40.421365+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T04:35:16.157684+00:00 | Swim | Bts | source:amperwave-api
2026-04-14T04:36:10.217352+00:00 | Swim | Bts | source:amperwave-api
2026-04-14T04:36:44.592223+00:00 | Swim | Bts | source:amperwave-api
2026-04-14T04:37:41.492459+00:00 | Swim | Bts | source:amperwave-api
2026-04-14T04:38:16.928703+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T04:38:51.577121+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T04:39:26.872876+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T04:40:01.781843+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T04:40:36.852579+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T04:41:13.888911+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-14T04:41:49.429410+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-14T04:42:24.649547+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-14T04:42:59.393746+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-14T04:43:34.449033+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-14T04:44:10.121182+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T04:44:45.247222+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T04:45:20.951687+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T04:46:01.710675+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T04:46:57.027733+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T04:48:00.559870+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T04:48:35.334268+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T04:49:27.490074+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T04:50:13.033602+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T04:51:03.357868+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-14T04:51:38.249419+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-14T04:52:13.767351+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-14T04:52:48.376304+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T04:53:23.308141+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T04:54:13.661049+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T04:54:48.634465+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T04:55:23.869655+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T04:55:58.741521+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-14T04:56:35.178205+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-14T04:57:10.925555+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-14T04:57:45.463741+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-14T04:58:20.719416+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-14T04:58:55.117543+00:00 | Stick Season | Noah Kahan | source:amperwave-api
2026-04-14T04:59:30.215511+00:00 | Stick Season | Noah Kahan | source:amperwave-api
2026-04-14T05:00:06.721896+00:00 | Stick Season | Noah Kahan | source:amperwave-api
2026-04-14T05:00:42.192438+00:00 | Stick Season | Noah Kahan | source:amperwave-api
2026-04-14T05:01:28.536357+00:00 | Stick Season | Noah Kahan | source:amperwave-api
2026-04-14T05:02:03.640336+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T05:02:58.435654+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T05:03:33.244951+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T05:04:31.639614+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T05:05:07.145184+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T05:05:42.251027+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T05:06:18.000621+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T05:06:52.732962+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T05:07:27.711195+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T05:08:20.787287+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T05:08:56.331684+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T05:09:31.721356+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T05:10:07.196949+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T05:10:42.677458+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T05:11:17.464741+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-14T05:11:53.756405+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-14T05:12:28.300579+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-14T05:13:03.285913+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-14T05:13:38.178840+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-14T05:14:13.409175+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-14T05:14:48.810844+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-14T05:15:23.337096+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-14T05:15:58.848267+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-14T05:16:34.385084+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-14T05:17:09.472670+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-14T05:18:05.937379+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-14T05:18:41.130361+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-14T05:19:16.498535+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-14T05:19:51.560512+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-14T05:20:26.460381+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-14T05:21:23.725818+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:21:59.478332+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:22:56.660887+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:23:32.962125+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:24:07.681255+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:24:44.072818+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:25:18.997146+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:25:53.936301+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:26:28.996416+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:27:05.186817+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:27:40.563047+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:28:16.461902+00:00 | Go | Blackpink | source:amperwave-api
2026-04-14T05:28:51.458430+00:00 | Go | Blackpink | source:amperwave-api
2026-04-14T05:29:25.994750+00:00 | Go | Blackpink | source:amperwave-api
2026-04-14T05:30:01.662430+00:00 | Go | Blackpink | source:amperwave-api
2026-04-14T05:30:37.113795+00:00 | Go | Blackpink | source:amperwave-api
2026-04-14T05:31:12.388726+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-14T05:31:47.213741+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-14T05:32:29.609530+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-14T05:33:04.155045+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-14T05:34:00.407618+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T05:34:36.487335+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T05:35:12.748703+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T05:36:08.116302+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T05:36:42.837552+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-14T05:37:23.895958+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-14T05:37:59.031175+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-14T05:38:55.356352+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-14T05:39:31.789906+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T05:40:26.305950+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T05:41:01.133735+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T05:41:35.975281+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T05:42:13.113251+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T05:42:50.107211+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-14T05:43:25.622397+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-14T05:44:01.045202+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-14T05:44:35.928391+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-14T05:45:10.883786+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-14T05:45:46.573856+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-14T05:46:21.353228+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-14T05:46:56.395974+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-14T05:47:32.683603+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T05:48:07.858587+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T05:49:03.714272+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T05:49:45.260270+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T05:50:46.720719+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T05:51:21.949769+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T05:52:18.560591+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T05:52:59.289811+00:00 | Pretty Face | Paper Money | source:amperwave-api
