2026-04-17T00:00:04.195055+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-17T17:33:57.464248+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-17T17:34:35.507857+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-17T17:35:13.102155+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T17:35:51.195403+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T17:36:58.025042+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T17:37:35.638189+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T17:38:14.354892+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T17:38:53.054320+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T17:39:55.425184+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T17:40:34.289934+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T17:41:12.580827+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T17:41:51.383596+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T17:42:29.612698+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T17:43:07.063804+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T17:43:44.572162+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T17:44:22.201079+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T17:45:00.529127+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T17:45:40.532492+00:00 | No Scrubs | Tlc | source:amperwave-api
2026-04-17T17:46:19.394343+00:00 | No Scrubs | Tlc | source:amperwave-api
2026-04-17T17:46:57.809246+00:00 | No Scrubs | Tlc | source:amperwave-api
2026-04-17T17:47:36.082555+00:00 | No Scrubs | Tlc | source:amperwave-api
2026-04-17T17:48:15.092421+00:00 | No Scrubs | Tlc | source:amperwave-api
2026-04-17T17:48:54.575410+00:00 | No Scrubs | Tlc | source:amperwave-api
2026-04-17T17:49:33.882372+00:00 | No Scrubs | Tlc | source:amperwave-api
2026-04-17T17:50:47.031494+00:00 | Kill Bill | Sza | source:amperwave-api
2026-04-17T17:51:26.857285+00:00 | Kill Bill | Sza | source:amperwave-api
2026-04-17T17:52:10.558946+00:00 | Kill Bill | Sza | source:amperwave-api
2026-04-17T17:52:48.517554+00:00 | Kill Bill | Sza | source:amperwave-api
2026-04-17T17:53:27.749385+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T17:54:06.053545+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T17:55:15.917152+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T17:55:55.131280+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T17:56:33.457020+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T17:57:13.692463+00:00 | I Had Some Help | Post Malone X Morgan Wallen | source:amperwave-api
2026-04-17T17:58:28.883635+00:00 | I Had Some Help | Post Malone X Morgan Wallen | source:amperwave-api
2026-04-17T17:59:08.504117+00:00 | I Had Some Help | Post Malone X Morgan Wallen | source:amperwave-api
2026-04-17T17:59:47.120629+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T18:00:24.871731+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T18:01:37.121850+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T18:02:15.954637+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T18:02:56.157757+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T18:03:36.201507+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T18:04:28.408464+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T18:05:06.549128+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T18:05:44.583411+00:00 | Houdini | Eminem | source:amperwave-api
2026-04-17T18:06:22.122293+00:00 | Houdini | Eminem | source:amperwave-api
2026-04-17T18:07:31.017984+00:00 | Houdini | Eminem | source:amperwave-api
2026-04-17T18:08:10.158102+00:00 | Houdini | Eminem | source:amperwave-api
2026-04-17T18:08:47.021528+00:00 | Houdini | Eminem | source:amperwave-api
2026-04-17T18:09:26.079273+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-17T18:10:04.282889+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-17T18:10:43.595373+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-17T18:11:23.251387+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-17T18:12:04.018859+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-17T18:12:44.938436+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T18:13:23.734087+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T18:14:02.598381+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T18:14:41.450218+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T18:15:21.327605+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T18:16:00.886452+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T18:16:43.459589+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T18:17:21.577782+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T18:17:59.556386+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T18:18:52.510574+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T18:19:32.608523+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T18:20:11.904460+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T18:20:50.421427+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T18:21:29.507743+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T18:22:07.155419+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T18:22:46.756050+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T18:23:24.086235+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T18:24:14.653255+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T18:24:52.367881+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-17T18:25:29.503817+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-17T18:26:07.554560+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-17T18:27:23.071457+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T18:28:00.222185+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T18:28:36.740123+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T18:29:14.479531+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T18:30:03.602164+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T18:30:41.438336+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T18:31:19.215947+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T18:31:56.347092+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T18:32:51.965568+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T18:33:28.837639+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T18:34:07.410153+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T18:34:44.965526+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-17T18:35:40.686175+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-17T18:36:19.047373+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-17T18:36:59.400553+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-17T18:37:49.269196+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-17T18:38:28.435333+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T18:39:07.016698+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T18:39:46.497491+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T18:40:25.327035+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T18:41:03.955330+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T18:41:44.911646+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T18:42:25.896574+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T18:43:06.406282+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T18:43:47.379581+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T18:44:27.887333+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T18:45:07.489731+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T18:45:47.819781+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T18:46:54.363739+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T18:47:34.513882+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T18:48:14.354250+00:00 | What It Is (Block Boy) | Doechii | source:amperwave-api
2026-04-17T18:48:54.515872+00:00 | What It Is (Block Boy) | Doechii | source:amperwave-api
2026-04-17T18:49:38.703505+00:00 | What It Is (Block Boy) | Doechii | source:amperwave-api
2026-04-17T18:50:20.351718+00:00 | What It Is (Block Boy) | Doechii | source:amperwave-api
2026-04-17T18:51:02.630819+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T18:51:43.318941+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T18:52:23.482028+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T18:53:04.347048+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T18:53:44.183712+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T18:54:26.850692+00:00 | What I Want | Morgan Wallen X Tate Mcrae | source:amperwave-api
2026-04-17T18:55:07.214963+00:00 | What I Want | Morgan Wallen X Tate Mcrae | source:amperwave-api
2026-04-17T18:55:47.850374+00:00 | What I Want | Morgan Wallen X Tate Mcrae | source:amperwave-api
2026-04-17T18:56:27.583748+00:00 | What I Want | Morgan Wallen X Tate Mcrae | source:amperwave-api
2026-04-17T18:57:07.615538+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T18:58:21.789265+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T18:59:00.965601+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T18:59:40.923325+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T19:00:21.655197+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T19:01:32.033285+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:02:13.196472+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:02:53.889245+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:04:03.439604+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:04:42.494470+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:05:23.296171+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-17T19:06:02.744403+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-17T19:06:54.166672+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-17T19:07:34.096205+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-17T19:08:14.118266+00:00 | Good Feeling | Flo Rida | source:amperwave-api
2026-04-17T19:08:54.076359+00:00 | Good Feeling | Flo Rida | source:amperwave-api
2026-04-17T19:09:52.330062+00:00 | Good Feeling | Flo Rida | source:amperwave-api
2026-04-17T19:10:32.361764+00:00 | Good Feeling | Flo Rida | source:amperwave-api
2026-04-17T19:11:14.662967+00:00 | Good Feeling | Flo Rida | source:amperwave-api
2026-04-17T19:11:54.172090+00:00 | Good Feeling | Flo Rida | source:amperwave-api
2026-04-17T19:12:33.341366+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-17T19:13:13.222943+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-17T19:13:52.830502+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-17T19:14:34.691326+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-17T19:15:14.284129+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-17T19:15:54.067938+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T19:16:33.198275+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T19:17:12.054250+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T19:17:52.512120+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T19:18:32.926641+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T19:19:12.021620+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T19:19:50.834510+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T19:20:54.162483+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T19:21:32.221202+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T19:22:11.096344+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T19:22:48.812873+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T19:23:27.228619+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T19:24:06.506510+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T19:24:45.400313+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T19:25:24.793832+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T19:26:04.055709+00:00 | Bed Chem | Sabrina Carpenter | source:amperwave-api
2026-04-17T19:26:43.684948+00:00 | Bed Chem | Sabrina Carpenter | source:amperwave-api
2026-04-17T19:27:56.625840+00:00 | Bed Chem | Sabrina Carpenter | source:amperwave-api
2026-04-17T19:28:34.635597+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T19:29:13.801145+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T19:29:51.754370+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T19:31:10.741649+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T19:31:51.381307+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-17T19:32:30.031518+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-17T19:33:08.164777+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-17T19:34:13.733357+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-17T19:34:50.849099+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-17T19:35:28.285474+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T19:36:06.432646+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T19:37:07.993697+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T19:37:47.482915+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T19:38:26.244473+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T19:39:04.270751+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T19:40:02.022830+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T19:40:39.285178+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T19:41:16.366486+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T19:41:53.663473+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:42:30.573383+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:43:09.038912+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:43:47.753755+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T19:44:24.654934+00:00 | Leave (Get Out) | Jojo | source:amperwave-api
2026-04-17T19:45:03.080235+00:00 | Leave (Get Out) | Jojo | source:amperwave-api
2026-04-17T19:45:41.003982+00:00 | Leave (Get Out) | Jojo | source:amperwave-api
2026-04-17T19:46:18.403876+00:00 | Leave (Get Out) | Jojo | source:amperwave-api
2026-04-17T19:46:54.845146+00:00 | Leave (Get Out) | Jojo | source:amperwave-api
2026-04-17T19:47:31.971962+00:00 | Leave (Get Out) | Jojo | source:amperwave-api
2026-04-17T19:48:08.266746+00:00 | Leave (Get Out) | Jojo | source:amperwave-api
2026-04-17T19:48:45.949892+00:00 | Leave (Get Out) | Jojo | source:amperwave-api
2026-04-17T19:49:22.912937+00:00 | Leave (Get Out) | Jojo | source:amperwave-api
2026-04-17T19:49:59.655252+00:00 | Leave (Get Out) | Jojo | source:amperwave-api
2026-04-17T19:50:45.100758+00:00 | Leave (Get Out) | Jojo | source:amperwave-api
2026-04-17T19:51:21.693457+00:00 | Leave (Get Out) | Jojo | source:amperwave-api
2026-04-17T19:51:57.810876+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-17T19:52:34.832609+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-17T19:53:36.509109+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-17T19:54:13.365069+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-17T19:54:49.753473+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T19:55:26.224752+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T19:56:33.258218+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T19:57:09.943975+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T19:57:47.370215+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-17T19:58:24.132229+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-17T19:59:23.011252+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-17T20:00:00.046707+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-17T20:00:36.270410+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-17T20:01:14.214072+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T20:01:50.878959+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T20:02:27.883448+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T20:03:27.230513+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T20:04:05.347366+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-17T20:04:42.872908+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-17T20:05:22.139425+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-17T20:06:16.204595+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-17T20:06:53.349939+00:00 | Stressed Out | Twenty One Pilots | source:amperwave-api
2026-04-17T20:07:30.375175+00:00 | Stressed Out | Twenty One Pilots | source:amperwave-api
2026-04-17T20:08:06.248788+00:00 | Stressed Out | Twenty One Pilots | source:amperwave-api
2026-04-17T20:08:43.659944+00:00 | Stressed Out | Twenty One Pilots | source:amperwave-api
2026-04-17T20:09:19.728439+00:00 | Stressed Out | Twenty One Pilots | source:amperwave-api
2026-04-17T20:09:56.517793+00:00 | Stressed Out | Twenty One Pilots | source:amperwave-api
2026-04-17T20:10:32.752300+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T20:11:09.467469+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T20:11:45.748804+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T20:12:23.621879+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T20:13:00.089832+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T20:13:37.100177+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T20:14:16.308546+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T20:14:52.716525+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T20:15:29.911659+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T20:16:50.387399+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T20:17:27.284635+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T20:18:03.857667+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T20:18:40.525920+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T20:19:49.617990+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T20:20:28.019212+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T20:21:04.288713+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T20:21:40.591767+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T20:22:16.895820+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T20:23:28.126389+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T20:24:03.887692+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T20:24:40.256286+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-17T20:25:15.821229+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-17T20:26:16.612625+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-17T20:26:52.568339+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-17T20:27:28.872096+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-17T20:28:43.744280+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T20:29:21.194766+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T20:29:58.177160+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T20:30:35.301271+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T20:31:11.324871+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T20:32:16.846590+00:00 | Hot To Go! | Chappell Roan | source:amperwave-api
2026-04-17T20:32:54.239624+00:00 | Hot To Go! | Chappell Roan | source:amperwave-api
2026-04-17T20:33:31.749217+00:00 | Hot To Go! | Chappell Roan | source:amperwave-api
2026-04-17T20:34:08.393654+00:00 | Hot To Go! | Chappell Roan | source:amperwave-api
2026-04-17T20:34:44.542145+00:00 | Mood | 24Kgoldn | source:amperwave-api
2026-04-17T20:35:20.774365+00:00 | Mood | 24Kgoldn | source:amperwave-api
2026-04-17T20:35:57.022806+00:00 | Mood | 24Kgoldn | source:amperwave-api
2026-04-17T20:36:33.155438+00:00 | Mood | 24Kgoldn | source:amperwave-api
2026-04-17T20:37:10.121848+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T20:37:45.308303+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T20:38:21.230639+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T20:38:57.055649+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T20:39:35.498779+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T20:40:12.253113+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T20:40:48.624043+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T20:41:24.551117+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T20:42:01.180995+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T20:42:44.463599+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T20:43:21.244254+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T20:43:59.703257+00:00 | Habits | Tove Lo | source:amperwave-api
2026-04-17T20:45:16.725700+00:00 | Habits | Tove Lo | source:amperwave-api
2026-04-17T20:45:57.518618+00:00 | Habits | Tove Lo | source:amperwave-api
2026-04-17T20:46:34.088097+00:00 | Habits | Tove Lo | source:amperwave-api
2026-04-17T20:47:10.646697+00:00 | Habits | Tove Lo | source:amperwave-api
2026-04-17T20:48:10.912610+00:00 | Habits | Tove Lo | source:amperwave-api
2026-04-17T20:48:47.753339+00:00 | Habits | Tove Lo | source:amperwave-api
2026-04-17T20:49:23.633869+00:00 | Habits | Tove Lo | source:amperwave-api
2026-04-17T20:49:59.349189+00:00 | Stick Season | Noah Kahan | source:amperwave-api
2026-04-17T20:50:58.933602+00:00 | Stick Season | Noah Kahan | source:amperwave-api
2026-04-17T20:51:35.516729+00:00 | Stick Season | Noah Kahan | source:amperwave-api
2026-04-17T20:52:11.767913+00:00 | Stick Season | Noah Kahan | source:amperwave-api
2026-04-17T20:52:47.256904+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T20:53:42.020802+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T20:54:18.638887+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T20:54:53.976662+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T20:55:29.968527+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T20:56:25.473785+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-17T20:57:02.345325+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-17T20:57:40.179750+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-17T20:58:17.807858+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-17T20:58:54.273460+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T20:59:30.131039+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T21:00:06.399096+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T21:00:43.603928+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T21:01:21.635173+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T21:01:58.231603+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T21:02:34.752677+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T21:03:11.073544+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T21:03:48.043473+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T21:04:25.109609+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T21:05:02.598900+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T21:05:39.708380+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T21:06:48.520193+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T21:07:24.894248+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T21:08:02.240877+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T21:09:17.848993+00:00 | Party In The U.S.A. | Miley Cyrus | source:amperwave-api
2026-04-17T21:09:54.085959+00:00 | Party In The U.S.A. | Miley Cyrus | source:amperwave-api
2026-04-17T21:10:30.772977+00:00 | Party In The U.S.A. | Miley Cyrus | source:amperwave-api
