2026-04-17T00:00:38.661767+00:00 | Live Your Life | Ti Ft Rihanna | source:amperwave-api
2026-04-17T17:18:03.263328+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-17T17:18:42.220978+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-17T17:19:20.613687+00:00 | Lose Yourself | Eminem | source:amperwave-api
2026-04-17T17:19:58.058044+00:00 | Lose Yourself | Eminem | source:amperwave-api
2026-04-17T17:20:36.176722+00:00 | Lose Yourself | Eminem | source:amperwave-api
2026-04-17T17:21:15.141635+00:00 | Lose Yourself | Eminem | source:amperwave-api
2026-04-17T17:21:55.748148+00:00 | Lose Yourself | Eminem | source:amperwave-api
2026-04-17T17:22:54.997534+00:00 | Lose Yourself | Eminem | source:amperwave-api
2026-04-17T17:23:36.252934+00:00 | Lose Yourself | Eminem | source:amperwave-api
2026-04-17T17:24:16.497542+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T17:24:55.439444+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T17:25:34.624695+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T17:26:12.920009+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T17:27:22.307372+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:28:04.047705+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:28:41.962608+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:29:20.827115+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:30:26.094931+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:31:07.413392+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:31:46.030844+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:32:24.696275+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:34:30.589519+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:35:08.082383+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:35:46.730299+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:36:48.070243+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:37:31.313906+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:38:09.159931+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:38:48.309062+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:39:49.341159+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:40:28.676039+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:41:07.619183+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:41:45.540169+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T17:42:24.322912+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T17:43:02.558211+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T17:43:39.667100+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T17:44:17.208046+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T17:44:55.452074+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T17:45:35.723720+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T17:46:14.953356+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T17:46:52.904059+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T17:47:31.341177+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T17:48:09.706284+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T17:48:48.586132+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T17:49:28.961383+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T17:50:36.968284+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T17:51:20.393415+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T17:52:05.470773+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T17:52:43.686385+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T17:53:22.668029+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T17:54:00.669524+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T17:55:09.254766+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T17:55:49.566198+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T17:56:27.869754+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T17:57:07.254180+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T17:58:20.400743+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T17:59:02.810942+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T17:59:41.743878+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T18:00:20.383330+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T18:01:26.427098+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T18:02:10.853738+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T18:02:50.052766+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T18:03:29.803040+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T18:04:21.022561+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T18:05:01.573175+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T18:05:39.330476+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T18:06:17.493021+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T18:07:20.525950+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T18:08:04.542687+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T18:08:42.706917+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T18:09:20.422395+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T18:09:59.422819+00:00 | Titanium (Feat. Sia) | Guetta, David | source:amperwave-api
2026-04-17T18:10:38.267303+00:00 | Titanium (Feat. Sia) | Guetta, David | source:amperwave-api
2026-04-17T18:11:17.401069+00:00 | Titanium (Feat. Sia) | Guetta, David | source:amperwave-api
2026-04-17T18:11:57.793136+00:00 | Titanium (Feat. Sia) | Guetta, David | source:amperwave-api
2026-04-17T18:12:38.279837+00:00 | Titanium (Feat. Sia) | Guetta, David | source:amperwave-api
2026-04-17T18:13:18.173513+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T18:13:57.398259+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T18:14:35.745933+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T18:15:15.231669+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T18:15:54.861271+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T18:16:37.460410+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T18:17:16.491456+00:00 | Messy | Lola Young | source:amperwave-api
2026-04-17T18:17:54.638191+00:00 | Messy | Lola Young | source:amperwave-api
2026-04-17T18:18:46.554543+00:00 | Messy | Lola Young | source:amperwave-api
2026-04-17T18:19:26.712782+00:00 | Messy | Lola Young | source:amperwave-api
2026-04-17T18:20:05.528620+00:00 | Messy | Lola Young | source:amperwave-api
2026-04-17T18:20:44.979386+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T18:21:23.165718+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T18:22:02.196463+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T18:22:41.288143+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T18:23:19.782393+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-17T18:24:08.061906+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-17T18:24:47.459986+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-17T18:25:25.309652+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-17T18:26:02.893374+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-17T18:27:16.767304+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-17T18:27:56.102086+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:28:32.605550+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:29:09.820622+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:29:59.131467+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:30:36.771846+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:31:14.973158+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:31:51.622502+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:32:43.579912+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:33:24.454841+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:34:01.845732+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:34:40.466628+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:35:34.241947+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:36:13.543292+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:36:52.614100+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:37:43.413987+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:38:22.626237+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:39:02.151865+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:39:41.346650+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:40:19.820193+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:40:58.625487+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:41:37.665557+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:42:18.225315+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T18:43:00.498285+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T18:43:40.538568+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T18:44:20.749518+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T18:45:01.743265+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T18:45:42.244923+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T18:46:44.733555+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T18:47:28.009591+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T18:48:08.009859+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T18:48:48.378673+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T18:49:27.762627+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-17T18:50:11.965926+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-17T18:50:54.093974+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-17T18:51:36.485203+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-17T18:52:17.988243+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-17T18:52:57.195062+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T18:53:38.039495+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T18:54:18.074485+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T18:55:01.338646+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T18:55:41.848749+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T18:56:21.390802+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T18:57:00.651234+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T18:58:12.177055+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T18:58:55.139845+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T18:59:34.106272+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T19:00:14.891792+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T19:01:18.390154+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T19:02:06.215527+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T19:02:47.077054+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T19:03:51.665696+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T19:04:36.872851+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T19:05:15.436840+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T19:05:57.068953+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T19:06:47.009569+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T19:07:27.948460+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T19:08:07.360567+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T19:08:48.161880+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T19:09:44.803450+00:00 | Problem (Feat. Iggy Azalea) | Ariana Grande | source:amperwave-api
2026-04-17T19:10:26.337537+00:00 | Problem (Feat. Iggy Azalea) | Ariana Grande | source:amperwave-api
2026-04-17T19:11:06.989356+00:00 | Problem (Feat. Iggy Azalea) | Ariana Grande | source:amperwave-api
2026-04-17T19:11:48.277080+00:00 | Problem (Feat. Iggy Azalea) | Ariana Grande | source:amperwave-api
2026-04-17T19:12:28.336874+00:00 | Problem (Feat. Iggy Azalea) | Ariana Grande | source:amperwave-api
2026-04-17T19:13:06.366530+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T19:13:46.949938+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T19:14:29.040965+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T19:15:08.064739+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T19:15:48.388570+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T19:16:27.302930+00:00 | Creepin F/The Weeknd, 21 Savage | Metro Boomin | source:amperwave-api
2026-04-17T19:17:06.414248+00:00 | Creepin F/The Weeknd, 21 Savage | Metro Boomin | source:amperwave-api
2026-04-17T19:17:47.017920+00:00 | Creepin F/The Weeknd, 21 Savage | Metro Boomin | source:amperwave-api
2026-04-17T19:18:27.609513+00:00 | Creepin F/The Weeknd, 21 Savage | Metro Boomin | source:amperwave-api
2026-04-17T19:19:06.343906+00:00 | Creepin F/The Weeknd, 21 Savage | Metro Boomin | source:amperwave-api
2026-04-17T19:19:45.817410+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T19:20:49.042029+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T19:21:27.465631+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T19:22:05.437522+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T19:22:43.617319+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T19:23:21.740081+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T19:24:01.308604+00:00 | Unwritten | Natasha Bedingfield | source:amperwave-api
2026-04-17T19:24:39.943157+00:00 | Unwritten | Natasha Bedingfield | source:amperwave-api
2026-04-17T19:25:18.845365+00:00 | Unwritten | Natasha Bedingfield | source:amperwave-api
2026-04-17T19:25:58.082321+00:00 | Unwritten | Natasha Bedingfield | source:amperwave-api
2026-04-17T19:26:38.280211+00:00 | Unwritten | Natasha Bedingfield | source:amperwave-api
2026-04-17T19:27:47.182962+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:28:29.260625+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:29:08.282539+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:29:46.838512+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:31:01.829278+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:31:43.824430+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:32:24.724190+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:33:03.943260+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:34:08.545991+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:34:46.717943+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:35:24.069945+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:36:01.445802+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:36:58.055232+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:37:41.646711+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:38:20.175023+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:38:59.302451+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:39:56.551523+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:40:35.134341+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:41:12.162268+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:41:49.037774+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:42:26.412670+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:43:03.809465+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T19:43:41.966615+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T19:44:20.478376+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T19:44:57.539555+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T19:45:35.836937+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T19:46:13.998558+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T19:46:50.712574+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T19:47:27.573409+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T19:48:04.123626+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T19:48:40.845558+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T19:49:18.204952+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T19:49:55.438923+00:00 | Kill Bill | Sza | source:amperwave-api
2026-04-17T19:50:38.738584+00:00 | Kill Bill | Sza | source:amperwave-api
2026-04-17T19:51:17.472330+00:00 | Kill Bill | Sza | source:amperwave-api
2026-04-17T19:51:53.963766+00:00 | Kill Bill | Sza | source:amperwave-api
2026-04-17T19:52:30.711586+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T19:53:31.277042+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T19:54:09.005426+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T19:54:45.879717+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T19:55:22.402405+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T19:56:25.820734+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T19:57:05.633191+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T19:57:42.770687+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T19:58:19.792287+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T19:59:18.049450+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T19:59:55.838797+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T20:00:32.148548+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T20:01:09.953568+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T20:01:46.645150+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T20:02:23.308193+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T20:03:20.789956+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T20:03:59.971264+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T20:04:38.098687+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T20:05:17.884109+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T20:06:08.265079+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T20:06:48.696639+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T20:07:26.443273+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T20:08:02.620607+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T20:08:39.499802+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T20:09:16.045679+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T20:09:52.839422+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T20:10:29.347473+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T20:11:05.728896+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T20:11:42.109383+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T20:12:18.458798+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T20:12:56.047493+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T20:13:32.756117+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T20:14:10.903512+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T20:14:48.746641+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T20:15:25.570667+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T20:16:41.993010+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T20:17:22.933011+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T20:17:59.932373+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T20:18:36.512021+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T20:19:43.912244+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T20:20:24.059110+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-17T20:21:00.480570+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-17T20:21:36.972649+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-17T20:22:12.967302+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-17T20:23:21.005346+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T20:24:00.374258+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T20:24:36.607655+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T20:25:12.408086+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T20:26:10.452069+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:26:48.910872+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:27:25.317798+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:28:33.228806+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:29:16.292497+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:29:54.748172+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:30:31.286629+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:31:08.075117+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:32:11.474907+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:32:50.019732+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:33:27.519917+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:34:04.339795+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:34:40.896505+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:35:16.597685+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:35:53.140141+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:36:29.469122+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:37:05.864709+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:37:42.182064+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:38:17.617533+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:38:53.375818+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:39:30.544646+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-17T20:40:08.355737+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T20:40:44.681339+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T20:41:21.070271+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T20:41:57.496629+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T20:42:40.079882+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T20:43:17.264778+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T20:43:54.292849+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T20:44:31.814900+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T20:45:53.598606+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T20:46:30.023378+00:00 | Eastside | Benny Blanco, Halsey Khalid | source:amperwave-api
2026-04-17T20:47:06.436962+00:00 | Eastside | Benny Blanco, Halsey Khalid | source:amperwave-api
2026-04-17T20:48:04.023269+00:00 | Eastside | Benny Blanco, Halsey Khalid | source:amperwave-api
2026-04-17T20:48:43.612721+00:00 | Eastside | Benny Blanco, Halsey Khalid | source:amperwave-api
2026-04-17T20:49:20.319441+00:00 | Eastside | Benny Blanco, Halsey Khalid | source:amperwave-api
2026-04-17T20:49:55.975349+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T20:50:53.871312+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T20:51:31.883516+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T20:52:08.035993+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T20:52:43.708232+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T20:53:30.537043+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T20:54:14.749261+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T20:54:50.699419+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T20:55:26.256160+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
