2026-04-18T00:00:03.037484+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:09:02.147028+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:09:37.534399+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:10:14.645017+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:10:50.882628+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:11:26.382478+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:13:09.504930+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:13:46.313900+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:14:53.410861+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:15:28.458806+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:16:03.890653+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:17:12.170666+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:17:47.725755+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:18:23.018466+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:19:28.028348+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:20:03.689065+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:20:39.124168+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:21:42.841081+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:22:18.869983+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:22:55.377301+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:24:04.043431+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:24:39.941213+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:25:15.832206+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:25:51.203831+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:26:28.015984+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:27:03.209296+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:27:39.182849+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:28:15.081100+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:28:51.676429+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:29:27.727953+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:30:05.543285+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:30:42.493079+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:31:18.516873+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:31:54.576326+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:32:31.315045+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:33:37.448923+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:34:14.314925+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:34:51.135796+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:35:56.259162+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:36:31.819582+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:37:07.419084+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:38:12.570259+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:38:48.319703+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:39:24.293850+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:40:28.982477+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:41:05.281000+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:41:41.430945+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:42:36.008082+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:43:11.849917+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:43:47.986777+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:44:48.551206+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:45:24.504758+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:46:00.510314+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:46:36.665288+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:47:12.844419+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:47:49.391183+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:48:25.817244+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:49:02.252642+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:49:39.053093+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:50:16.966368+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:50:52.496549+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:51:28.876793+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:52:04.481515+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:52:40.489676+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:53:38.266042+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:54:14.184085+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:54:51.471211+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:55:53.501711+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:56:29.009718+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:57:04.807899+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:57:41.341511+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:58:21.717797+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:58:57.983589+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T03:59:33.884059+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T04:00:43.664524+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T04:01:23.220428+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T04:02:00.116228+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T04:02:43.350539+00:00 | Happen To Me | Russell Dickerson | source:amperwave-api
2026-04-18T04:03:19.453918+00:00 | Happen To Me | Russell Dickerson | source:amperwave-api
2026-04-18T04:03:55.539784+00:00 | Happen To Me | Russell Dickerson | source:amperwave-api
2026-04-18T04:05:02.970560+00:00 | Happen To Me | Russell Dickerson | source:amperwave-api
2026-04-18T04:05:39.014747+00:00 | World On Fire | Nate Smith | source:amperwave-api
2026-04-18T04:06:14.941991+00:00 | World On Fire | Nate Smith | source:amperwave-api
2026-04-18T04:06:50.598608+00:00 | World On Fire | Nate Smith | source:amperwave-api
2026-04-18T04:07:26.573245+00:00 | World On Fire | Nate Smith | source:amperwave-api
2026-04-18T04:08:02.277423+00:00 | World On Fire | Nate Smith | source:amperwave-api
2026-04-18T04:08:38.421655+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-18T04:09:14.020173+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-18T04:09:49.854001+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-18T04:10:25.746424+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-18T04:11:01.308202+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-18T04:11:36.925261+00:00 | Drink In My Hand | Eric Church | source:amperwave-api
2026-04-18T04:12:13.018456+00:00 | Drink In My Hand | Eric Church | source:amperwave-api
2026-04-18T04:12:48.652868+00:00 | Drink In My Hand | Eric Church | source:amperwave-api
2026-04-18T04:13:24.704183+00:00 | Drink In My Hand | Eric Church | source:amperwave-api
2026-04-18T04:14:00.340945+00:00 | Drink In My Hand | Eric Church | source:amperwave-api
2026-04-18T04:14:38.122317+00:00 | Ends Of The Earth | Ty Myers | source:amperwave-api
2026-04-18T04:15:14.229276+00:00 | Ends Of The Earth | Ty Myers | source:amperwave-api
2026-04-18T04:15:49.993620+00:00 | Ends Of The Earth | Ty Myers | source:amperwave-api
2026-04-18T04:16:58.348463+00:00 | Ends Of The Earth | Ty Myers | source:amperwave-api
2026-04-18T04:17:34.895261+00:00 | Ends Of The Earth | Ty Myers | source:amperwave-api
2026-04-18T04:18:10.420807+00:00 | Long Live Country | Shane Profitt | source:amperwave-api
2026-04-18T04:19:16.902413+00:00 | Long Live Country | Shane Profitt | source:amperwave-api
2026-04-18T04:19:52.438752+00:00 | Long Live Country | Shane Profitt | source:amperwave-api
2026-04-18T04:20:29.055470+00:00 | Long Live Country | Shane Profitt | source:amperwave-api
2026-04-18T04:21:36.010950+00:00 | Long Live Country | Shane Profitt | source:amperwave-api
2026-04-18T04:22:11.789589+00:00 | Long Live Country | Shane Profitt | source:amperwave-api
2026-04-18T04:22:48.007883+00:00 | Sleepless In A Hotel Room | Luke Combs | source:amperwave-api
2026-04-18T04:23:52.944210+00:00 | Sleepless In A Hotel Room | Luke Combs | source:amperwave-api
2026-04-18T04:24:28.917729+00:00 | Sleepless In A Hotel Room | Luke Combs | source:amperwave-api
2026-04-18T04:25:05.229520+00:00 | Sleepless In A Hotel Room | Luke Combs | source:amperwave-api
2026-04-18T04:26:14.639196+00:00 | Nothing On But The Radio | Gary Allan | source:amperwave-api
2026-04-18T04:26:50.972717+00:00 | Nothing On But The Radio | Gary Allan | source:amperwave-api
2026-04-18T04:27:26.985751+00:00 | Nothing On But The Radio | Gary Allan | source:amperwave-api
2026-04-18T04:28:03.418499+00:00 | Nothing On But The Radio | Gary Allan | source:amperwave-api
2026-04-18T04:28:39.990711+00:00 | Nothing On But The Radio | Gary Allan | source:amperwave-api
2026-04-18T04:29:16.416629+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-18T04:29:52.063903+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-18T04:30:28.260062+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-18T04:31:04.972340+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-18T04:31:55.421622+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-18T04:32:31.899122+00:00 | Chevy Silverado | Bailey Zimmerman | source:amperwave-api
2026-04-18T04:33:07.723927+00:00 | Chevy Silverado | Bailey Zimmerman | source:amperwave-api
2026-04-18T04:33:43.797753+00:00 | Chevy Silverado | Bailey Zimmerman | source:amperwave-api
2026-04-18T04:34:19.876316+00:00 | Chevy Silverado | Bailey Zimmerman | source:amperwave-api
2026-04-18T04:34:56.112075+00:00 | Chevy Silverado | Bailey Zimmerman | source:amperwave-api
2026-04-18T04:35:46.278119+00:00 | Chevy Silverado | Bailey Zimmerman | source:amperwave-api
2026-04-18T04:36:22.934959+00:00 | Chevy Silverado | Bailey Zimmerman | source:amperwave-api
2026-04-18T04:36:59.169719+00:00 | Chevy Silverado | Bailey Zimmerman | source:amperwave-api
2026-04-18T04:38:07.409361+00:00 | Chevy Silverado | Bailey Zimmerman | source:amperwave-api
2026-04-18T04:38:44.896653+00:00 | Chevy Silverado | Bailey Zimmerman | source:amperwave-api
2026-04-18T04:39:29.351145+00:00 | Chevy Silverado | Bailey Zimmerman | source:amperwave-api
2026-04-18T04:40:33.234183+00:00 | Chevy Silverado | Bailey Zimmerman | source:amperwave-api
2026-04-18T04:41:10.181677+00:00 | Chevy Silverado | Bailey Zimmerman | source:amperwave-api
2026-04-18T04:41:49.265352+00:00 | Beer In Mexico | Kenny Chesney | source:amperwave-api
2026-04-18T04:42:55.754196+00:00 | Beer In Mexico | Kenny Chesney | source:amperwave-api
2026-04-18T04:43:31.357077+00:00 | Beer In Mexico | Kenny Chesney | source:amperwave-api
2026-04-18T04:44:06.962445+00:00 | Beer In Mexico | Kenny Chesney | source:amperwave-api
2026-04-18T04:45:14.636091+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T04:45:50.426082+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T04:46:26.793941+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T04:47:03.596869+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T04:47:42.604108+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T04:48:18.192048+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T04:48:53.812680+00:00 | Heart Of Stone | Jelly Roll | source:amperwave-api
2026-04-18T04:49:28.680781+00:00 | Heart Of Stone | Jelly Roll | source:amperwave-api
2026-04-18T04:50:04.496635+00:00 | Heart Of Stone | Jelly Roll | source:amperwave-api
2026-04-18T04:50:40.532739+00:00 | Heart Of Stone | Jelly Roll | source:amperwave-api
2026-04-18T04:51:17.164161+00:00 | Heart Of Stone | Jelly Roll | source:amperwave-api
2026-04-18T04:51:53.104949+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T04:52:29.527409+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T04:53:05.850250+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T04:53:41.827281+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T04:54:16.981363+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T04:54:52.223752+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T04:55:28.378665+00:00 | Leave The Night On | Sam Hunt | source:amperwave-api
2026-04-18T04:56:37.292801+00:00 | Leave The Night On | Sam Hunt | source:amperwave-api
2026-04-18T04:57:14.057432+00:00 | Leave The Night On | Sam Hunt | source:amperwave-api
2026-04-18T04:57:50.005812+00:00 | Leave The Night On | Sam Hunt | source:amperwave-api
2026-04-18T04:58:26.220429+00:00 | Leave The Night On | Sam Hunt | source:amperwave-api
2026-04-18T04:59:22.179786+00:00 | Leave The Night On | Sam Hunt | source:amperwave-api
2026-04-18T04:59:57.998465+00:00 | Leave The Night On | Sam Hunt | source:amperwave-api
2026-04-18T05:00:34.108251+00:00 | Leave The Night On | Sam Hunt | source:amperwave-api
2026-04-18T05:01:39.585056+00:00 | Leave The Night On | Sam Hunt | source:amperwave-api
2026-04-18T05:02:15.709566+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-18T05:02:51.862218+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-18T05:04:08.716553+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-18T05:04:44.056200+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-18T05:05:19.692198+00:00 | I Got Better | Morgan Wallen | source:amperwave-api
2026-04-18T05:06:21.728634+00:00 | Aint A Bad Life (Featuring Jordan Davis) | Thomas Rhett | source:amperwave-api
2026-04-18T05:06:57.211486+00:00 | Aint A Bad Life (Featuring Jordan Davis) | Thomas Rhett | source:amperwave-api
2026-04-18T05:07:33.429999+00:00 | Aint A Bad Life (Featuring Jordan Davis) | Thomas Rhett | source:amperwave-api
2026-04-18T05:08:36.915620+00:00 | Worth Your Wild | Russell Dickerson | source:amperwave-api
2026-04-18T05:09:13.953914+00:00 | Worth Your Wild | Russell Dickerson | source:amperwave-api
2026-04-18T05:09:49.930902+00:00 | Worth Your Wild | Russell Dickerson | source:amperwave-api
2026-04-18T05:10:25.894022+00:00 | Worth Your Wild | Russell Dickerson | source:amperwave-api
2026-04-18T05:11:02.298527+00:00 | Worth Your Wild | Russell Dickerson | source:amperwave-api
2026-04-18T05:11:38.144921+00:00 | Miles On It (Feat. Marshmello) | Kane Brown | source:amperwave-api
2026-04-18T05:12:14.051881+00:00 | Miles On It (Feat. Marshmello) | Kane Brown | source:amperwave-api
2026-04-18T05:12:49.773383+00:00 | Miles On It (Feat. Marshmello) | Kane Brown | source:amperwave-api
2026-04-18T05:13:25.597948+00:00 | Miles On It (Feat. Marshmello) | Kane Brown | source:amperwave-api
2026-04-18T05:14:01.086849+00:00 | Miles On It (Feat. Marshmello) | Kane Brown | source:amperwave-api
2026-04-18T05:14:36.556772+00:00 | If I Didnt Love You | Jason Aldean And Carrie Underwood | source:amperwave-api
2026-04-18T05:15:12.434231+00:00 | If I Didnt Love You | Jason Aldean And Carrie Underwood | source:amperwave-api
2026-04-18T05:15:48.532870+00:00 | If I Didnt Love You | Jason Aldean And Carrie Underwood | source:amperwave-api
2026-04-18T05:16:26.016405+00:00 | If I Didnt Love You | Jason Aldean And Carrie Underwood | source:amperwave-api
2026-04-18T05:17:31.900563+00:00 | If I Didnt Love You | Jason Aldean And Carrie Underwood | source:amperwave-api
2026-04-18T05:18:09.903746+00:00 | Me And A Beer | Chris Janson | source:amperwave-api
2026-04-18T05:18:45.152739+00:00 | Me And A Beer | Chris Janson | source:amperwave-api
2026-04-18T05:19:51.552360+00:00 | Me And A Beer | Chris Janson | source:amperwave-api
2026-04-18T05:20:26.985698+00:00 | Me And A Beer | Chris Janson | source:amperwave-api
2026-04-18T05:21:02.901717+00:00 | Love Is Blind | Ian Munsick | source:amperwave-api
2026-04-18T05:22:13.738039+00:00 | Love Is Blind | Ian Munsick | source:amperwave-api
2026-04-18T05:22:49.277427+00:00 | Love Is Blind | Ian Munsick | source:amperwave-api
2026-04-18T05:23:25.355447+00:00 | Love Is Blind | Ian Munsick | source:amperwave-api
2026-04-18T05:24:27.519399+00:00 | Love Is Blind | Ian Munsick | source:amperwave-api
2026-04-18T05:25:03.418048+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T05:25:41.909769+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T05:26:34.505710+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
