2026-04-15T00:00:15.810600+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-15T03:25:41.883815+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-15T03:26:17.260997+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-15T03:26:52.175773+00:00 | Timeless | The Weeknd Ft Playboi Carti | source:amperwave-api
2026-04-15T03:27:27.845514+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T03:28:03.459523+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T03:28:38.304376+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T03:29:12.928867+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T03:29:49.617549+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T03:30:25.630191+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T03:31:01.422105+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T03:31:36.181152+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T03:32:12.168742+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T03:32:47.245585+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T03:33:24.956149+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T03:34:00.214334+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T03:34:35.498697+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T03:35:34.381392+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T03:36:11.984693+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-15T03:37:10.340543+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-15T03:37:45.574592+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-15T03:38:39.973612+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-15T03:39:15.224090+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-15T03:39:50.620049+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-15T03:40:25.538351+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-15T03:41:19.561579+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-15T03:41:58.222074+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-15T03:42:33.248745+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-15T03:43:08.479893+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-15T03:43:43.724559+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T03:44:19.266273+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T03:44:53.954216+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T03:45:29.018479+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T03:46:04.156972+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T03:46:39.005016+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T03:47:13.731797+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T03:47:49.608428+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T03:48:26.253448+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T03:49:02.407560+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T03:49:56.271929+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T03:50:32.621607+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T03:51:08.503872+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T03:52:05.546708+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T03:52:40.189012+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T03:53:15.010063+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T03:53:50.248010+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T03:54:38.434045+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T03:55:15.610135+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T03:56:12.516783+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T03:56:48.904047+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T03:57:23.854594+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T03:57:59.111260+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T03:58:35.249433+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T03:59:11.542496+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T03:59:48.904955+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T04:00:25.758505+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T04:01:02.729637+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T04:01:38.913426+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T04:02:14.869328+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T04:02:50.050417+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T04:03:27.928296+00:00 | Dark Horse | Katy Perry | source:amperwave-api
2026-04-15T04:04:04.391196+00:00 | Dark Horse | Katy Perry | source:amperwave-api
2026-04-15T04:05:00.093849+00:00 | Dark Horse | Katy Perry | source:amperwave-api
2026-04-15T04:05:35.490931+00:00 | Dark Horse | Katy Perry | source:amperwave-api
2026-04-15T04:06:09.992454+00:00 | Dark Horse | Katy Perry | source:amperwave-api
2026-04-15T04:06:44.948718+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-15T04:07:20.088194+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-15T04:08:09.991624+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-15T04:08:45.261146+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-15T04:09:20.219997+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-15T04:10:15.986469+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-15T04:10:50.892524+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-15T04:11:50.041431+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-15T04:12:25.265311+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-15T04:13:00.556896+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-15T04:13:36.583979+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-15T04:14:12.154242+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-15T04:14:47.842587+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-15T04:15:23.045338+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-15T04:15:58.612535+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T04:16:33.425631+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T04:17:08.347040+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T04:17:43.821064+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T04:18:24.982313+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T04:19:00.622372+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T04:19:35.777288+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T04:20:36.160179+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T04:21:11.419380+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T04:22:09.402208+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T04:22:44.182934+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T04:23:41.849910+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T04:24:37.859660+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T04:25:19.319692+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T04:26:12.902790+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T04:26:48.468391+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T04:27:24.292127+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T04:28:00.098123+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T04:28:35.485185+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-15T04:29:10.410263+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-15T04:29:45.344125+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-15T04:30:20.557386+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-15T04:30:56.818567+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-15T04:31:32.229602+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-15T04:32:07.344503+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-15T04:32:42.910752+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-15T04:33:25.212436+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-15T04:34:01.276202+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T04:34:36.658292+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T04:35:32.726807+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T04:36:09.557382+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T04:36:45.449172+00:00 | Promiscuous | Nelly Furtado Ft Timbaland | source:amperwave-api
2026-04-15T04:37:20.439169+00:00 | Promiscuous | Nelly Furtado Ft Timbaland | source:amperwave-api
2026-04-15T04:37:55.532782+00:00 | Promiscuous | Nelly Furtado Ft Timbaland | source:amperwave-api
2026-04-15T04:38:47.804893+00:00 | Promiscuous | Nelly Furtado Ft Timbaland | source:amperwave-api
2026-04-15T04:39:24.046107+00:00 | Promiscuous | Nelly Furtado Ft Timbaland | source:amperwave-api
2026-04-15T04:40:01.792337+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T04:40:38.619922+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T04:41:13.725178+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T04:41:49.549254+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T04:42:24.130899+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T04:42:59.288707+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T04:43:33.950969+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T04:44:09.170324+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T04:44:43.841664+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T04:45:19.766024+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T04:45:56.766822+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T04:46:31.877046+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T04:47:06.757652+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T04:47:43.104995+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T04:48:18.063647+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T04:48:53.421323+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T04:49:28.685820+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T04:50:03.897793+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T04:50:39.864003+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-15T04:51:37.270847+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-15T04:52:12.540397+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-15T04:52:47.648792+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-15T04:53:23.785847+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-15T04:54:21.331055+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T04:54:58.390340+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T04:55:33.569282+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T04:56:27.919203+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T04:57:02.795561+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-15T04:57:40.187729+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-15T04:58:15.298943+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-15T04:58:50.635493+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-15T04:59:25.831247+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-15T05:00:01.438224+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-15T05:00:36.885082+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-15T05:01:12.194157+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T05:01:47.265365+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T05:02:21.976568+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T05:02:57.116600+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T05:03:32.309981+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T05:04:07.664304+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T05:04:42.650544+00:00 | Problem | Ariana Grande | source:amperwave-api
2026-04-15T05:05:26.632115+00:00 | Problem | Ariana Grande | source:amperwave-api
2026-04-15T05:06:02.390641+00:00 | Problem | Ariana Grande | source:amperwave-api
2026-04-15T05:06:37.946558+00:00 | Problem | Ariana Grande | source:amperwave-api
2026-04-15T05:07:13.552788+00:00 | Problem | Ariana Grande | source:amperwave-api
2026-04-15T05:07:49.480808+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T05:08:47.515655+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T05:09:25.485365+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T05:10:00.936449+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T05:10:36.313102+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T05:11:12.233311+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T05:12:08.938886+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T05:12:45.529536+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T05:13:42.990439+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T05:14:19.110474+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T05:14:54.991442+00:00 | Good Luck, Babe | Chappell Roan | source:amperwave-api
2026-04-15T05:15:30.602460+00:00 | Good Luck, Babe | Chappell Roan | source:amperwave-api
2026-04-15T05:16:05.973351+00:00 | Good Luck, Babe | Chappell Roan | source:amperwave-api
2026-04-15T05:16:41.478516+00:00 | Good Luck, Babe | Chappell Roan | source:amperwave-api
2026-04-15T05:17:16.809804+00:00 | Good Luck, Babe | Chappell Roan | source:amperwave-api
2026-04-15T05:17:52.421472+00:00 | Good Luck, Babe | Chappell Roan | source:amperwave-api
2026-04-15T05:18:28.319834+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T05:19:06.129675+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T05:19:41.048866+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T05:20:16.901501+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T05:20:53.187406+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T05:21:28.825955+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T05:22:04.004400+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T05:22:59.938826+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T05:23:36.921635+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T05:24:32.885705+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T05:25:10.079660+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T05:26:46.651704+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T05:27:43.855564+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T05:28:19.823669+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T05:29:16.090124+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T05:29:52.598429+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T05:30:27.357424+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T05:31:02.534486+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T05:31:38.236132+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T05:32:13.523141+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T05:32:48.509144+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T05:33:23.391722+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T05:33:57.896063+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T05:34:33.135479+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T05:35:08.254865+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T05:35:45.221817+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T05:36:24.928953+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T05:37:01.579217+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T05:37:36.717734+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T05:38:13.188556+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T05:38:48.282610+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T05:39:43.788089+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T05:40:20.620819+00:00 | Party In The Usa | Miley Cyrus | source:amperwave-api
2026-04-15T05:41:53.470486+00:00 | Party In The Usa | Miley Cyrus | source:amperwave-api
2026-04-15T05:42:28.030162+00:00 | Party In The Usa | Miley Cyrus | source:amperwave-api
2026-04-15T05:43:23.727329+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T05:43:58.889070+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T05:44:33.751510+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T05:45:09.025464+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T05:45:44.005920+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T05:46:19.428380+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
