2026-04-18T00:00:00.901464+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-18T03:25:49.256491+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T03:26:26.044740+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T03:27:01.337002+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T03:27:37.129025+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T03:28:13.216653+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T03:28:49.246397+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T03:29:25.249017+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T03:30:02.326212+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T03:30:40.072731+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T03:31:16.548480+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T03:31:52.259858+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T03:32:28.911286+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T03:33:33.457626+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T03:34:12.228283+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T03:34:48.853511+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T03:35:54.032744+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T03:36:30.057938+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T03:37:05.468274+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-18T03:38:09.703196+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-18T03:38:46.435114+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-18T03:39:22.307785+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-18T03:40:25.215188+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T03:41:02.986908+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T03:41:39.463623+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T03:42:33.885114+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T03:43:09.945517+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T03:43:45.661286+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T03:44:46.276765+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T03:45:22.352230+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T03:45:58.431968+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T03:46:34.518291+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T03:47:10.399974+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T03:47:47.304196+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T03:48:23.671398+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T03:48:59.748622+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T03:49:36.656939+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T03:50:14.205561+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T03:50:50.663399+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T03:51:27.015999+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T03:52:02.511031+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T03:52:38.476589+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T03:53:36.139297+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T03:54:12.238276+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T03:54:48.678242+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T03:55:50.470633+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T03:56:27.050328+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T03:57:02.832387+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T03:57:38.611964+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T03:58:19.612398+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T03:58:55.770648+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T03:59:31.870784+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T04:00:35.111986+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T04:01:20.342210+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T04:01:58.073036+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T04:02:38.648298+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T04:03:17.386768+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T04:03:53.577630+00:00 | All The Stars | Kendrick Lamar | source:amperwave-api
2026-04-18T04:05:00.265019+00:00 | All The Stars | Kendrick Lamar | source:amperwave-api
2026-04-18T04:05:36.943162+00:00 | All The Stars | Kendrick Lamar | source:amperwave-api
2026-04-18T04:06:12.891142+00:00 | All The Stars | Kendrick Lamar | source:amperwave-api
2026-04-18T04:06:48.685686+00:00 | All The Stars | Kendrick Lamar | source:amperwave-api
2026-04-18T04:07:24.749257+00:00 | All The Stars | Kendrick Lamar | source:amperwave-api
2026-04-18T04:08:00.262077+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-18T04:08:36.574344+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-18T04:09:12.211939+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-18T04:09:47.674422+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-18T04:10:23.835195+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T04:10:59.356938+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T04:11:35.058238+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T04:12:11.208643+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T04:12:46.539553+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T04:13:22.683996+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T04:13:58.500957+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-18T04:14:36.020090+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-18T04:15:12.183499+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-18T04:15:47.921773+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-18T04:16:23.866522+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-18T04:17:33.014386+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T04:18:08.022502+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T04:18:43.769492+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T04:19:50.785584+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T04:20:26.838736+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T04:21:33.036447+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T04:22:09.456791+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T04:22:46.196152+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T04:23:49.203330+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T04:24:27.039679+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T04:25:03.093794+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T04:26:07.797204+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T04:26:48.745430+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T04:27:24.629049+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T04:28:00.496552+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T04:28:37.989984+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T04:29:14.308129+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T04:29:50.149388+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T04:30:25.848035+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T04:31:02.805109+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T04:31:39.499781+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T04:32:29.585290+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-18T04:33:05.601304+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-18T04:33:41.793159+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-18T04:34:17.822669+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-18T04:34:54.220414+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-18T04:35:43.909595+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-18T04:36:21.055917+00:00 | Hold On Were Going Home | Drake | source:amperwave-api
2026-04-18T04:36:56.760758+00:00 | Hold On Were Going Home | Drake | source:amperwave-api
2026-04-18T04:37:32.884799+00:00 | Hold On Were Going Home | Drake | source:amperwave-api
2026-04-18T04:38:42.779686+00:00 | Hold On Were Going Home | Drake | source:amperwave-api
2026-04-18T04:39:26.302222+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T04:40:31.059624+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T04:41:08.039963+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T04:41:44.228913+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T04:42:52.414054+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T04:43:29.510203+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T04:44:05.052973+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T04:45:11.882872+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T04:45:48.369668+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T04:46:24.100846+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T04:47:00.974745+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T04:47:40.405162+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T04:48:16.077949+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T04:48:51.924540+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T04:49:26.967085+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T04:50:02.396733+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T04:50:38.310193+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T04:51:14.890680+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T04:51:50.987966+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T04:52:27.222813+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T04:53:03.693351+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T04:53:39.737059+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T04:54:15.240293+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T04:54:50.448957+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T04:55:26.387118+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T04:56:30.976850+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T04:57:12.065343+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T04:57:47.844925+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T04:58:23.677154+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T04:59:19.907792+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T04:59:55.997011+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T05:00:32.256502+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T05:01:35.681048+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T05:02:13.471229+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T05:02:49.739790+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T05:04:04.424556+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T05:04:42.010650+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T05:05:17.527256+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T05:06:18.776820+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T05:06:55.400219+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T05:07:31.588045+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T05:08:33.433624+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T05:09:10.886082+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T05:09:48.027226+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T05:10:24.003713+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T05:11:00.205643+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T05:11:36.034604+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T05:12:12.171969+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T05:12:47.936897+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T05:13:23.513950+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T05:13:59.351049+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T05:14:34.733550+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T05:15:10.314306+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T05:15:46.588296+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T05:16:24.089062+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T05:16:59.519034+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T05:18:07.756784+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T05:18:43.265675+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T05:19:47.990419+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T05:20:25.142550+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T05:21:00.471592+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T05:22:08.318581+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T05:22:47.352508+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T05:23:23.152169+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T05:24:23.153047+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T05:25:01.088713+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T05:25:39.911602+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T05:26:31.914395+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T05:27:08.225711+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T05:27:43.961934+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T05:28:48.041146+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-18T05:29:26.064843+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-18T05:30:07.247430+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-18T05:30:44.284870+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-18T05:31:20.527685+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-18T05:31:56.740411+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-18T05:32:33.150644+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T05:33:10.038377+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T05:33:46.820801+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T05:34:42.195362+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T05:35:25.289959+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T05:36:01.376305+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T05:36:38.990459+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-18T05:37:22.512527+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-18T05:39:09.126969+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-18T05:39:44.485147+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T05:40:19.988749+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T05:41:25.236511+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T05:42:01.273812+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T05:43:02.930896+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T05:43:39.763442+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T05:44:15.179786+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T05:45:22.022076+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T05:46:00.294483+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T05:46:37.175602+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T05:47:37.966031+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T05:48:13.778309+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T05:48:49.046529+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T05:49:52.399375+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T05:50:31.682314+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T05:51:08.794229+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T05:51:45.081793+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T05:52:22.752767+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T05:52:58.994279+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T05:53:34.975606+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T05:54:11.255242+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T05:54:47.006610+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T05:55:23.813504+00:00 | Golden | Huntr/X | source:amperwave-api
