2026-04-14T00:04:53.420326+00:00 | Whats My Name | Rihanna Ft Drake | source:amperwave-api
2026-04-14T03:25:03.282703+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-14T03:25:38.847766+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-14T03:26:15.094840+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T03:26:50.258379+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T03:27:25.365619+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T03:28:00.865370+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T03:28:36.104885+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T03:29:10.975147+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T03:29:46.782315+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T03:30:22.338874+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T03:30:59.015750+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T03:31:52.186558+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T03:32:26.954072+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T03:33:08.268049+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T03:33:44.908587+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T03:34:41.671713+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T03:35:17.012759+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T03:36:13.414573+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T03:36:48.855246+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T03:37:44.521598+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T03:38:34.482738+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T03:39:44.639660+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T03:40:19.194781+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T03:40:53.708613+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T03:41:28.492086+00:00 | Breathin | Ariana Grande | source:amperwave-api
2026-04-14T03:42:04.505324+00:00 | Breathin | Ariana Grande | source:amperwave-api
2026-04-14T03:42:40.040628+00:00 | Breathin | Ariana Grande | source:amperwave-api
2026-04-14T03:43:14.779929+00:00 | Breathin | Ariana Grande | source:amperwave-api
2026-04-14T03:43:49.394088+00:00 | Breathin | Ariana Grande | source:amperwave-api
2026-04-14T03:44:25.421015+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T03:44:59.821536+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T03:45:35.937700+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T03:46:25.940481+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T03:47:04.062098+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T03:47:59.682404+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T03:48:35.980201+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T03:49:10.433153+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T03:50:09.269418+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T03:50:45.544345+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T03:51:20.315675+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T03:51:55.210018+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T03:52:45.776326+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T03:53:21.938305+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T03:54:56.619564+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:55:32.430155+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:56:08.484513+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:56:43.680477+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:57:18.719080+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:57:54.138629+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:58:29.267987+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:59:03.950263+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:59:39.410786+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:00:15.716770+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T04:00:55.786067+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T04:01:34.607184+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T04:02:16.809501+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T04:03:02.305250+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-14T04:03:39.992073+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-14T04:04:14.624434+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-14T04:05:13.139881+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-14T04:05:48.477538+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T04:06:23.363625+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T04:06:58.945396+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T04:07:52.219516+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T04:08:27.734023+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T04:09:22.109667+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T04:09:58.066141+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T04:10:33.151250+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T04:11:08.333584+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T04:11:43.396951+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-14T04:12:18.769079+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-14T04:12:56.589991+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-14T04:13:32.373078+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-14T04:14:07.696974+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-14T04:14:42.701822+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-14T04:15:18.333560+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T04:15:53.681970+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T04:16:28.811245+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T04:17:04.495210+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T04:17:58.303930+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T04:18:33.748286+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T04:19:08.949064+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T04:20:04.354600+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T04:20:41.204745+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T04:21:17.161383+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T04:21:53.289324+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T04:22:44.673303+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T04:23:21.130638+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T04:24:15.512180+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T04:24:50.684790+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T04:25:26.504162+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T04:26:01.251212+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T04:26:36.351888+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T04:27:12.047093+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T04:27:47.160733+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T04:28:22.008470+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T04:28:57.450534+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T04:29:31.839301+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T04:30:06.964458+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T04:30:43.854247+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T04:31:28.593611+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T04:32:05.696791+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T04:33:01.884435+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T04:33:38.878515+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T04:34:34.933169+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T04:35:13.618149+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T04:36:07.363950+00:00 | Omg | Usher | source:amperwave-api
2026-04-14T04:36:42.303392+00:00 | Omg | Usher | source:amperwave-api
2026-04-14T04:37:17.407561+00:00 | Omg | Usher | source:amperwave-api
2026-04-14T04:38:14.146578+00:00 | Omg | Usher | source:amperwave-api
2026-04-14T04:38:49.219240+00:00 | Omg | Usher | source:amperwave-api
2026-04-14T04:39:24.180392+00:00 | Omg | Usher | source:amperwave-api
2026-04-14T04:39:59.117558+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T04:40:33.868183+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T04:41:10.903117+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T04:41:46.985271+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T04:42:22.113786+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T04:42:57.080319+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T04:43:31.720257+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T04:44:07.182016+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T04:44:42.587149+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T04:45:18.143509+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T04:45:59.019607+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T04:46:54.183290+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T04:47:29.210930+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T04:48:32.854418+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T04:49:23.830836+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T04:50:00.140304+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T04:51:00.348291+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T04:51:35.749906+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T04:52:11.303966+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T04:52:45.923428+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T04:53:20.659042+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T04:54:09.899963+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T04:54:46.388004+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T04:55:21.356599+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T04:55:56.286131+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T04:56:31.474498+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T04:57:08.066114+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T04:57:43.141217+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T04:58:18.048352+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T04:58:52.893502+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T04:59:27.808937+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T05:00:03.204679+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T05:00:39.653134+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T05:01:25.112068+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T05:02:00.941475+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T05:02:55.175870+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-14T05:03:30.866702+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-14T05:04:05.903739+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-14T05:05:04.761692+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-14T05:05:39.291064+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-14T05:06:15.064770+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T05:06:50.222908+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T05:07:24.909233+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T05:08:18.186862+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T05:08:53.681211+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T05:09:28.798193+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T05:10:03.949058+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T05:10:39.725975+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T05:11:14.822070+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T05:11:50.496775+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T05:12:25.888981+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T05:13:00.597315+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T05:13:35.827444+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T05:14:10.729532+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T05:14:46.366430+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T05:15:21.071632+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T05:15:56.215474+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T05:16:31.160057+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T05:17:06.904439+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T05:18:02.725558+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T05:18:38.253173+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T05:19:13.942698+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T05:19:48.721495+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T05:20:24.060034+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T05:21:19.669921+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T05:21:57.104461+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T05:22:51.780259+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T05:23:29.512576+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-14T05:24:05.044086+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-14T05:24:40.860620+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-14T05:25:16.577301+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-14T05:25:51.432783+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-14T05:26:26.495763+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T05:27:01.936109+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T05:27:38.106838+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T05:28:13.176139+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T05:28:48.670880+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T05:29:23.594910+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T05:29:58.793189+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T05:30:33.864463+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T05:31:09.933019+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T05:31:44.582021+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T05:32:26.886248+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T05:33:01.781515+00:00 | Luther | Kendrick Lamar Ft Sza | source:amperwave-api
2026-04-14T05:33:36.428514+00:00 | Luther | Kendrick Lamar Ft Sza | source:amperwave-api
2026-04-14T05:34:34.031434+00:00 | Luther | Kendrick Lamar Ft Sza | source:amperwave-api
2026-04-14T05:35:09.888740+00:00 | Luther | Kendrick Lamar Ft Sza | source:amperwave-api
2026-04-14T05:36:05.029079+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-14T05:36:40.502568+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-14T05:37:21.000056+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-14T05:37:56.189815+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-14T05:38:51.374701+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T05:39:28.336010+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T05:40:23.324537+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T05:40:58.780888+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T05:41:33.387033+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T05:42:08.818345+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T05:42:46.543440+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T05:43:23.217389+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T05:43:58.319366+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T05:44:33.473861+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T05:45:08.286132+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T05:45:43.635806+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T05:46:18.637217+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T05:46:53.775709+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T05:47:29.371058+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T05:48:05.212487+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T05:49:00.225993+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
