2026-04-15T00:00:17.223100+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T03:28:39.781268+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:29:15.321560+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:29:51.433568+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:30:27.686214+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:31:02.870500+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:31:37.891940+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:32:13.731040+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:32:48.753176+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:33:26.409049+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:34:01.772368+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:34:59.830440+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:35:35.713139+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:36:33.945796+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:37:11.720102+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:37:47.101377+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:38:41.415626+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:39:16.550522+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:39:52.008948+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:40:27.070289+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:41:23.938373+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:41:59.501740+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:42:34.709441+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:43:09.979141+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:43:45.003725+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:44:20.602261+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:44:55.411196+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:45:30.347592+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:46:05.612020+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:46:40.496224+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:47:15.662774+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:47:51.213593+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:48:28.520908+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:49:03.881691+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:49:58.593034+00:00 | Mood | 24Kgoldn Feat. Iann Dior | source:amperwave-api
2026-04-15T03:50:34.277720+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T03:51:31.844555+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T03:52:06.966121+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T03:52:41.589379+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T03:53:16.617468+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T03:53:51.989666+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T03:54:40.489518+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T03:55:17.068404+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T03:56:14.646628+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T03:56:50.213991+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-15T03:57:25.313005+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-15T03:58:00.526146+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-15T03:58:37.089499+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-15T03:59:13.337860+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T03:59:50.448468+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T04:00:27.257865+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T04:01:04.980948+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T04:01:41.227684+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T04:02:16.050711+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T04:02:51.518579+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T04:03:30.123354+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T04:04:06.560378+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T04:05:02.138792+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T04:05:36.760420+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T04:06:11.376413+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T04:06:46.554697+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T04:07:21.336461+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T04:08:11.472817+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-15T04:08:46.685313+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-15T04:09:40.862340+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-15T04:10:17.614617+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-15T04:11:14.210915+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T04:11:51.669175+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T04:12:26.564709+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T04:13:01.792171+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T04:13:38.048750+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T04:14:13.573674+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T04:14:49.376062+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T04:15:24.436961+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T04:16:00.037179+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T04:16:34.727960+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T04:17:10.052772+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T04:17:45.328426+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T04:18:26.692701+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T04:19:02.283457+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T04:20:00.100965+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T04:20:37.509941+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T04:21:33.046540+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T04:22:10.526509+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T04:23:43.513203+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T04:24:40.309870+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T04:25:20.809994+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T04:26:14.533353+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T04:26:49.876431+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T04:27:26.225583+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T04:28:01.513327+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T04:28:36.905470+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T04:29:11.743030+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T04:29:46.755945+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T04:30:22.332954+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T04:30:58.301991+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T04:31:33.661725+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T04:32:09.286012+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T04:32:44.241435+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T04:33:27.333920+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T04:34:02.530669+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T04:34:38.014652+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T04:35:34.666060+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T04:36:11.106568+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T04:36:46.885133+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T04:37:21.653573+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T04:37:56.792998+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T04:38:49.186530+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T04:39:25.503074+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T04:40:05.174970+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T04:40:39.964785+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T04:41:15.207314+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T04:41:50.856042+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T04:42:25.517581+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T04:43:00.500722+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T04:43:35.389273+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T04:44:10.518908+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T04:44:45.379095+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T04:45:21.837737+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T04:45:58.033212+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T04:46:33.330740+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T04:47:08.198328+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T04:47:44.699469+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T04:48:19.632920+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T04:48:54.861044+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-15T04:49:30.136143+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-15T04:50:05.972520+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-15T04:51:02.691835+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T04:51:38.746923+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T04:52:14.157580+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T04:52:49.283173+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T04:53:25.082324+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T04:54:23.911726+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-15T04:54:59.750438+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-15T04:55:35.299698+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-15T04:56:29.518204+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-15T04:57:04.189329+00:00 | Without You | The Kid Laroi Ft/Miley Cyrus | source:amperwave-api
2026-04-15T04:57:41.906790+00:00 | Without You | The Kid Laroi Ft/Miley Cyrus | source:amperwave-api
2026-04-15T04:58:16.859838+00:00 | Without You | The Kid Laroi Ft/Miley Cyrus | source:amperwave-api
2026-04-15T04:58:51.870915+00:00 | Without You | The Kid Laroi Ft/Miley Cyrus | source:amperwave-api
2026-04-15T04:59:27.301115+00:00 | Without You | The Kid Laroi Ft/Miley Cyrus | source:amperwave-api
2026-04-15T05:00:02.744248+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T05:00:38.452093+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T05:01:13.561802+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T05:01:48.619309+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T05:02:23.287800+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T05:02:58.680217+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-15T05:03:33.901474+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-15T05:04:09.307784+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-15T05:04:43.985173+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-15T05:05:29.044466+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T05:06:03.752525+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T05:06:39.373908+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T05:07:14.864607+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T05:07:50.937157+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-15T05:08:51.219143+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-15T05:09:27.112607+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-15T05:10:02.323970+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-15T05:10:37.994724+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T05:11:13.608329+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T05:12:10.795640+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T05:12:46.913060+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T05:13:44.887349+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T05:14:20.717302+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T05:14:56.656847+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T05:15:32.148120+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T05:16:07.321256+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T05:16:43.240783+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T05:17:18.561092+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-15T05:17:54.054043+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-15T05:18:29.694171+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-15T05:19:07.696434+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-15T05:19:42.349556+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-15T05:20:18.205853+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T05:20:54.730041+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T05:21:30.452889+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T05:22:05.418362+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T05:23:03.310332+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T05:23:38.298943+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T05:24:36.349219+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T05:25:11.728632+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T05:26:11.910076+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T05:26:48.385784+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T05:27:46.342094+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T05:28:21.335760+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T05:29:19.075196+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T05:29:53.961648+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T05:30:28.789493+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T05:31:03.870034+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T05:31:39.636839+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T05:32:14.893816+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T05:32:50.037074+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T05:33:24.675924+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T05:33:59.478950+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T05:34:34.351469+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T05:35:10.769469+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T05:35:46.489681+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T05:36:27.776007+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T05:37:02.872017+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T05:37:38.130601+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T05:38:14.759176+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T05:38:49.874210+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T05:39:46.393168+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T05:40:21.786244+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T05:41:20.158901+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T05:41:54.821824+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T05:42:29.453548+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T05:43:25.470898+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T05:44:00.142594+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T05:44:35.035781+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T05:45:10.529059+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T05:45:45.603900+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T05:46:20.972557+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T05:46:56.096555+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T05:47:30.833867+00:00 | Back To Friends | Sombr | source:amperwave-api
