2026-04-16T00:00:07.764678+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T14:22:03.088264+00:00 | Gimme Shelter | Rolling Stones | source:amperwave-api
2026-04-16T14:22:40.331788+00:00 | Gimme Shelter | Rolling Stones | source:amperwave-api
2026-04-16T14:23:18.161685+00:00 | Gimme Shelter | Rolling Stones | source:amperwave-api
2026-04-16T14:23:54.751927+00:00 | Into The Great Wide Open | Tom Petty | source:amperwave-api
2026-04-16T14:24:30.386570+00:00 | Into The Great Wide Open | Tom Petty | source:amperwave-api
2026-04-16T14:26:21.656412+00:00 | Into The Great Wide Open | Tom Petty | source:amperwave-api
2026-04-16T14:26:58.529568+00:00 | Into The Great Wide Open | Tom Petty | source:amperwave-api
2026-04-16T14:27:36.358757+00:00 | Into The Great Wide Open | Tom Petty | source:amperwave-api
2026-04-16T14:28:13.968777+00:00 | Into The Great Wide Open | Tom Petty | source:amperwave-api
2026-04-16T14:28:51.080874+00:00 | Into The Great Wide Open | Tom Petty | source:amperwave-api
2026-04-16T14:29:28.117535+00:00 | Into The Great Wide Open | Tom Petty | source:amperwave-api
2026-04-16T14:30:04.909500+00:00 | Into The Great Wide Open | Tom Petty | source:amperwave-api
2026-04-16T14:30:42.745353+00:00 | Into The Great Wide Open | Tom Petty | source:amperwave-api
2026-04-16T14:31:21.589496+00:00 | Into The Great Wide Open | Tom Petty | source:amperwave-api
2026-04-16T14:31:57.087886+00:00 | Into The Great Wide Open | Tom Petty | source:amperwave-api
2026-04-16T14:32:34.083939+00:00 | Into The Great Wide Open | Tom Petty | source:amperwave-api
2026-04-16T14:33:09.674441+00:00 | Into The Great Wide Open | Tom Petty | source:amperwave-api
2026-04-16T14:33:49.569785+00:00 | Into The Great Wide Open | Tom Petty | source:amperwave-api
2026-04-16T14:34:26.362102+00:00 | Into The Great Wide Open | Tom Petty | source:amperwave-api
2026-04-16T14:35:03.463139+00:00 | Boulevard Of Broken Dreams | Green Day | source:amperwave-api
2026-04-16T14:35:41.998850+00:00 | Boulevard Of Broken Dreams | Green Day | source:amperwave-api
2026-04-16T14:36:19.573068+00:00 | Boulevard Of Broken Dreams | Green Day | source:amperwave-api
2026-04-16T14:36:55.869328+00:00 | Boulevard Of Broken Dreams | Green Day | source:amperwave-api
2026-04-16T14:37:32.553451+00:00 | Boulevard Of Broken Dreams | Green Day | source:amperwave-api
2026-04-16T14:38:08.573949+00:00 | Boulevard Of Broken Dreams | Green Day | source:amperwave-api
2026-04-16T14:38:45.146590+00:00 | Boulevard Of Broken Dreams | Green Day | source:amperwave-api
2026-04-16T14:39:23.479043+00:00 | Boulevard Of Broken Dreams | Green Day | source:amperwave-api
2026-04-16T14:40:01.165295+00:00 | Radar Love | Golden Earing | source:amperwave-api
2026-04-16T14:40:36.870175+00:00 | Radar Love | Golden Earing | source:amperwave-api
2026-04-16T14:42:22.607264+00:00 | Radar Love | Golden Earing | source:amperwave-api
2026-04-16T14:42:58.697835+00:00 | Radar Love | Golden Earing | source:amperwave-api
2026-04-16T14:43:35.850779+00:00 | Radar Love | Golden Earing | source:amperwave-api
2026-04-16T14:44:11.863774+00:00 | Radar Love | Golden Earing | source:amperwave-api
2026-04-16T14:44:46.792567+00:00 | Radar Love | Golden Earing | source:amperwave-api
2026-04-16T14:45:25.896828+00:00 | Radar Love | Golden Earing | source:amperwave-api
2026-04-16T14:46:02.700237+00:00 | Radar Love | Golden Earing | source:amperwave-api
2026-04-16T14:47:40.886624+00:00 | Radar Love | Golden Earing | source:amperwave-api
2026-04-16T14:48:16.100948+00:00 | Radar Love | Golden Earing | source:amperwave-api
2026-04-16T14:48:52.656342+00:00 | Radar Love | Golden Earing | source:amperwave-api
2026-04-16T14:49:30.169054+00:00 | Radar Love | Golden Earing | source:amperwave-api
2026-04-16T14:50:06.358191+00:00 | Radar Love | Golden Earing | source:amperwave-api
2026-04-16T14:50:44.015541+00:00 | Radar Love | Golden Earing | source:amperwave-api
2026-04-16T14:51:21.418826+00:00 | Radar Love | Golden Earing | source:amperwave-api
2026-04-16T14:51:57.665841+00:00 | Radar Love | Golden Earing | source:amperwave-api
2026-04-16T14:53:33.777633+00:00 | Ill Wait | Van Halen | source:amperwave-api
2026-04-16T14:54:12.484068+00:00 | Ill Wait | Van Halen | source:amperwave-api
2026-04-16T14:54:48.669527+00:00 | Ill Wait | Van Halen | source:amperwave-api
2026-04-16T14:55:26.020211+00:00 | Ill Wait | Van Halen | source:amperwave-api
2026-04-16T14:56:02.991521+00:00 | Ill Wait | Van Halen | source:amperwave-api
2026-04-16T14:56:39.760225+00:00 | Ill Wait | Van Halen | source:amperwave-api
2026-04-16T14:57:16.507771+00:00 | Crazy On You | Heart | source:amperwave-api
2026-04-16T14:57:52.721766+00:00 | Crazy On You | Heart | source:amperwave-api
2026-04-16T14:59:35.865065+00:00 | Crazy On You | Heart | source:amperwave-api
2026-04-16T15:00:12.756998+00:00 | Crazy On You | Heart | source:amperwave-api
2026-04-16T15:00:49.601878+00:00 | Crazy On You | Heart | source:amperwave-api
2026-04-16T15:01:26.307654+00:00 | Crazy On You | Heart | source:amperwave-api
2026-04-16T15:02:03.949117+00:00 | Dangerous | Cars | source:amperwave-api
2026-04-16T15:02:41.723739+00:00 | Dangerous | Cars | source:amperwave-api
2026-04-16T15:03:17.855667+00:00 | Dangerous | Cars | source:amperwave-api
2026-04-16T15:04:37.085159+00:00 | Dangerous | Cars | source:amperwave-api
2026-04-16T15:05:13.451573+00:00 | Dangerous | Cars | source:amperwave-api
2026-04-16T15:05:49.611295+00:00 | Dangerous | Cars | source:amperwave-api
2026-04-16T15:06:26.121137+00:00 | Roxanne | Police | source:amperwave-api
2026-04-16T15:07:02.523321+00:00 | Roxanne | Police | source:amperwave-api
2026-04-16T15:07:39.689861+00:00 | Roxanne | Police | source:amperwave-api
2026-04-16T15:08:14.789861+00:00 | Roxanne | Police | source:amperwave-api
2026-04-16T15:10:07.660599+00:00 | Dude (Looks Like A Lady) | Aerosmith | source:amperwave-api
2026-04-16T15:10:44.674904+00:00 | Dude (Looks Like A Lady) | Aerosmith | source:amperwave-api
2026-04-16T15:11:20.198321+00:00 | Dude (Looks Like A Lady) | Aerosmith | source:amperwave-api
2026-04-16T15:11:57.824341+00:00 | Dude (Looks Like A Lady) | Aerosmith | source:amperwave-api
2026-04-16T15:12:34.098896+00:00 | Dude (Looks Like A Lady) | Aerosmith | source:amperwave-api
2026-04-16T15:13:10.439830+00:00 | Dude (Looks Like A Lady) | Aerosmith | source:amperwave-api
2026-04-16T15:13:46.358631+00:00 | Dude (Looks Like A Lady) | Aerosmith | source:amperwave-api
2026-04-16T15:14:23.057496+00:00 | Hotel California | Eagles | source:amperwave-api
2026-04-16T15:15:01.312892+00:00 | Hotel California | Eagles | source:amperwave-api
2026-04-16T15:15:39.767389+00:00 | Hotel California | Eagles | source:amperwave-api
2026-04-16T15:16:15.117678+00:00 | Hotel California | Eagles | source:amperwave-api
2026-04-16T15:16:50.996037+00:00 | Hotel California | Eagles | source:amperwave-api
2026-04-16T15:17:27.002012+00:00 | Hotel California | Eagles | source:amperwave-api
2026-04-16T15:18:03.352420+00:00 | Hotel California | Eagles | source:amperwave-api
2026-04-16T15:18:39.702352+00:00 | Hotel California | Eagles | source:amperwave-api
2026-04-16T15:19:16.504711+00:00 | Hotel California | Eagles | source:amperwave-api
2026-04-16T15:19:52.604769+00:00 | Hotel California | Eagles | source:amperwave-api
2026-04-16T15:20:29.302360+00:00 | Hotel California | Eagles | source:amperwave-api
2026-04-16T15:21:06.126024+00:00 | No More Mr. Nice Guy | Alice Cooper | source:amperwave-api
2026-04-16T15:21:42.896865+00:00 | No More Mr. Nice Guy | Alice Cooper | source:amperwave-api
2026-04-16T15:22:19.879526+00:00 | No More Mr. Nice Guy | Alice Cooper | source:amperwave-api
2026-04-16T15:22:55.991468+00:00 | No More Mr. Nice Guy | Alice Cooper | source:amperwave-api
2026-04-16T15:23:32.822043+00:00 | No More Mr. Nice Guy | Alice Cooper | source:amperwave-api
2026-04-16T15:24:08.911468+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-16T15:24:49.064275+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-16T15:26:09.971143+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-16T15:26:46.861098+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-16T15:27:25.252516+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-16T15:28:02.138201+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-16T15:28:40.276036+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-16T15:29:16.752880+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-16T15:29:52.659892+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-16T15:30:28.030394+00:00 | Heart Shaped Box | Nirvana | source:amperwave-api
2026-04-16T15:32:05.951831+00:00 | Heart Shaped Box | Nirvana | source:amperwave-api
2026-04-16T15:32:43.446231+00:00 | Heart Shaped Box | Nirvana | source:amperwave-api
2026-04-16T15:33:21.751288+00:00 | Heart Shaped Box | Nirvana | source:amperwave-api
2026-04-16T15:33:57.904571+00:00 | Heart Shaped Box | Nirvana | source:amperwave-api
2026-04-16T15:34:33.783392+00:00 | Heart Shaped Box | Nirvana | source:amperwave-api
2026-04-16T15:35:11.006578+00:00 | Heart Shaped Box | Nirvana | source:amperwave-api
2026-04-16T15:35:47.506841+00:00 | Heart Shaped Box | Nirvana | source:amperwave-api
2026-04-16T15:37:41.308953+00:00 | Heart Shaped Box | Nirvana | source:amperwave-api
2026-04-16T15:38:18.112773+00:00 | Heart Shaped Box | Nirvana | source:amperwave-api
2026-04-16T15:38:54.069362+00:00 | Heart Shaped Box | Nirvana | source:amperwave-api
2026-04-16T15:39:30.797724+00:00 | Heart Shaped Box | Nirvana | source:amperwave-api
2026-04-16T15:40:07.403758+00:00 | Heart Shaped Box | Nirvana | source:amperwave-api
2026-04-16T15:40:44.415673+00:00 | Heart Shaped Box | Nirvana | source:amperwave-api
2026-04-16T15:41:22.067306+00:00 | Heart Shaped Box | Nirvana | source:amperwave-api
2026-04-16T15:41:58.372589+00:00 | Heart Shaped Box | Nirvana | source:amperwave-api
2026-04-16T15:42:37.133858+00:00 | Heart Shaped Box | Nirvana | source:amperwave-api
2026-04-16T15:44:09.488191+00:00 | Rockin In The Free World | Neil Young | source:amperwave-api
2026-04-16T15:44:45.720488+00:00 | Rockin In The Free World | Neil Young | source:amperwave-api
2026-04-16T15:45:24.467243+00:00 | Rockin In The Free World | Neil Young | source:amperwave-api
2026-04-16T15:46:01.289874+00:00 | Rockin In The Free World | Neil Young | source:amperwave-api
2026-04-16T15:46:41.836241+00:00 | Rockin In The Free World | Neil Young | source:amperwave-api
2026-04-16T15:47:20.360683+00:00 | Rockin In The Free World | Neil Young | source:amperwave-api
2026-04-16T15:47:58.029971+00:00 | Closer To The Heart | Rush | source:amperwave-api
2026-04-16T15:49:37.908543+00:00 | Closer To The Heart | Rush | source:amperwave-api
2026-04-16T15:50:18.518855+00:00 | Closer To The Heart | Rush | source:amperwave-api
2026-04-16T15:50:57.847439+00:00 | Closer To The Heart | Rush | source:amperwave-api
2026-04-16T15:51:34.839607+00:00 | Closer To The Heart | Rush | source:amperwave-api
2026-04-16T15:52:11.747286+00:00 | Closer To The Heart | Rush | source:amperwave-api
2026-04-16T15:52:47.496990+00:00 | Closer To The Heart | Rush | source:amperwave-api
2026-04-16T15:53:24.153212+00:00 | Closer To The Heart | Rush | source:amperwave-api
2026-04-16T15:54:02.401323+00:00 | Closer To The Heart | Rush | source:amperwave-api
2026-04-16T15:55:40.096154+00:00 | Closer To The Heart | Rush | source:amperwave-api
2026-04-16T15:56:17.080246+00:00 | Closer To The Heart | Rush | source:amperwave-api
2026-04-16T15:56:53.331471+00:00 | Closer To The Heart | Rush | source:amperwave-api
2026-04-16T15:57:29.685057+00:00 | Closer To The Heart | Rush | source:amperwave-api
2026-04-16T15:58:08.277667+00:00 | Closer To The Heart | Rush | source:amperwave-api
2026-04-16T15:58:45.641950+00:00 | Dont Ask Me No Questions | Lynyrd Skynyrd | source:amperwave-api
2026-04-16T15:59:22.073136+00:00 | Dont Ask Me No Questions | Lynyrd Skynyrd | source:amperwave-api
2026-04-16T15:59:59.933851+00:00 | Dont Ask Me No Questions | Lynyrd Skynyrd | source:amperwave-api
2026-04-16T16:00:38.349325+00:00 | Dont Ask Me No Questions | Lynyrd Skynyrd | source:amperwave-api
2026-04-16T16:01:13.722004+00:00 | Dont Ask Me No Questions | Lynyrd Skynyrd | source:amperwave-api
2026-04-16T16:01:50.967822+00:00 | Dont Ask Me No Questions | Lynyrd Skynyrd | source:amperwave-api
2026-04-16T16:02:29.258494+00:00 | Jet City Woman | Queensryche | source:amperwave-api
2026-04-16T16:03:08.843346+00:00 | Jet City Woman | Queensryche | source:amperwave-api
2026-04-16T16:03:48.083229+00:00 | Jet City Woman | Queensryche | source:amperwave-api
2026-04-16T16:04:25.254010+00:00 | Jet City Woman | Queensryche | source:amperwave-api
2026-04-16T16:05:03.152723+00:00 | Jet City Woman | Queensryche | source:amperwave-api
2026-04-16T16:05:39.873562+00:00 | Jet City Woman | Queensryche | source:amperwave-api
2026-04-16T16:06:18.588076+00:00 | Jet City Woman | Queensryche | source:amperwave-api
2026-04-16T16:06:57.148547+00:00 | Jet City Woman | Queensryche | source:amperwave-api
2026-04-16T16:07:35.393802+00:00 | Money Talks | Ac/Dc | source:amperwave-api
2026-04-16T16:08:13.093531+00:00 | Money Talks | Ac/Dc | source:amperwave-api
2026-04-16T16:08:49.243175+00:00 | Money Talks | Ac/Dc | source:amperwave-api
2026-04-16T16:09:25.953411+00:00 | Money Talks | Ac/Dc | source:amperwave-api
2026-04-16T16:10:02.583826+00:00 | Money Talks | Ac/Dc | source:amperwave-api
2026-04-16T16:10:41.676357+00:00 | Money Talks | Ac/Dc | source:amperwave-api
2026-04-16T16:11:18.571777+00:00 | Money Talks | Ac/Dc | source:amperwave-api
2026-04-16T16:11:54.001686+00:00 | Come Together | Beatles | source:amperwave-api
2026-04-16T16:13:14.750236+00:00 | Come Together | Beatles | source:amperwave-api
2026-04-16T16:13:53.092664+00:00 | Come Together | Beatles | source:amperwave-api
2026-04-16T16:14:30.581934+00:00 | Come Together | Beatles | source:amperwave-api
2026-04-16T16:15:08.408781+00:00 | Come Together | Beatles | source:amperwave-api
2026-04-16T16:15:46.773223+00:00 | Lunatic Fringe | Red Rider | source:amperwave-api
2026-04-16T16:16:23.580593+00:00 | Lunatic Fringe | Red Rider | source:amperwave-api
2026-04-16T16:17:19.017470+00:00 | Lunatic Fringe | Red Rider | source:amperwave-api
2026-04-16T16:17:56.917100+00:00 | Lunatic Fringe | Red Rider | source:amperwave-api
2026-04-16T16:18:36.525168+00:00 | Lunatic Fringe | Red Rider | source:amperwave-api
2026-04-16T16:19:55.694831+00:00 | Lunatic Fringe | Red Rider | source:amperwave-api
2026-04-16T16:20:31.917990+00:00 | December | Collective Soul | source:amperwave-api
2026-04-16T16:21:09.233918+00:00 | December | Collective Soul | source:amperwave-api
2026-04-16T16:21:47.655753+00:00 | December | Collective Soul | source:amperwave-api
2026-04-16T16:22:26.395786+00:00 | December | Collective Soul | source:amperwave-api
2026-04-16T16:23:03.505719+00:00 | December | Collective Soul | source:amperwave-api
2026-04-16T16:23:39.709811+00:00 | December | Collective Soul | source:amperwave-api
2026-04-16T16:24:16.803814+00:00 | December | Collective Soul | source:amperwave-api
2026-04-16T16:24:55.281882+00:00 | December | Collective Soul | source:amperwave-api
2026-04-16T16:26:37.442454+00:00 | Wish You Were Here | Pink Floyd | source:amperwave-api
2026-04-16T16:27:14.880783+00:00 | Wish You Were Here | Pink Floyd | source:amperwave-api
2026-04-16T16:27:52.266366+00:00 | Wish You Were Here | Pink Floyd | source:amperwave-api
2026-04-16T16:28:32.516565+00:00 | Wish You Were Here | Pink Floyd | source:amperwave-api
2026-04-16T16:29:09.447281+00:00 | Wish You Were Here | Pink Floyd | source:amperwave-api
2026-04-16T16:29:48.065741+00:00 | Wish You Were Here | Pink Floyd | source:amperwave-api
2026-04-16T16:30:29.413337+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-16T16:31:06.091178+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-16T16:31:43.304422+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-16T16:33:11.670363+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-16T16:33:48.462716+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-16T16:34:24.957107+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-16T16:35:21.514017+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-16T16:36:00.341697+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-16T16:36:38.429341+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-16T16:38:15.933788+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-16T16:38:54.604282+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-16T16:39:31.969095+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-16T16:40:11.169738+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-16T16:40:49.315883+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-16T16:41:27.065411+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-16T16:42:05.101944+00:00 | You Dont Know How It Feels | Tom Petty | source:amperwave-api
2026-04-16T16:44:03.153873+00:00 | Love Her Madly | Doors | source:amperwave-api
2026-04-16T16:44:39.113536+00:00 | Love Her Madly | Doors | source:amperwave-api
2026-04-16T16:45:18.174317+00:00 | Love Her Madly | Doors | source:amperwave-api
2026-04-16T16:45:55.809355+00:00 | Love Her Madly | Doors | source:amperwave-api
2026-04-16T16:46:33.459679+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-16T16:47:09.949241+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-16T16:47:46.534045+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-16T16:48:23.378816+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-16T16:49:01.317714+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-16T16:49:38.425290+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-16T16:50:16.060460+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-16T16:50:55.691083+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-16T16:51:32.566155+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-16T16:52:10.399986+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-16T16:52:47.061722+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-16T16:53:25.142607+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-16T16:54:03.303510+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-16T16:54:41.687069+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-16T16:55:23.468950+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-16T16:56:00.812375+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-16T16:56:36.641797+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-16T16:57:15.038216+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-16T16:57:51.426675+00:00 | Long Cool Woman (In A Black Dress) | Hollies | source:amperwave-api
2026-04-16T16:58:32.405955+00:00 | Long Cool Woman (In A Black Dress) | Hollies | source:amperwave-api
2026-04-16T17:00:12.089399+00:00 | Long Cool Woman (In A Black Dress) | Hollies | source:amperwave-api
2026-04-16T17:00:51.322064+00:00 | Long Cool Woman (In A Black Dress) | Hollies | source:amperwave-api
2026-04-16T17:01:29.182951+00:00 | Ill Be There For You | Bon Jovi | source:amperwave-api
2026-04-16T17:02:07.154840+00:00 | Ill Be There For You | Bon Jovi | source:amperwave-api
2026-04-16T17:02:43.707479+00:00 | Ill Be There For You | Bon Jovi | source:amperwave-api
2026-04-16T17:03:21.765617+00:00 | Ill Be There For You | Bon Jovi | source:amperwave-api
2026-04-16T17:03:57.836843+00:00 | Ill Be There For You | Bon Jovi | source:amperwave-api
2026-04-16T17:04:35.886198+00:00 | Ill Be There For You | Bon Jovi | source:amperwave-api
2026-04-16T17:06:21.518807+00:00 | Ill Be There For You | Bon Jovi | source:amperwave-api
2026-04-16T17:06:58.528581+00:00 | Ill Be There For You | Bon Jovi | source:amperwave-api
2026-04-16T17:07:34.602700+00:00 | Roll With The Changes | Reo Speedwagon | source:amperwave-api
2026-04-16T17:08:11.526441+00:00 | Roll With The Changes | Reo Speedwagon | source:amperwave-api
2026-04-16T17:08:50.187524+00:00 | Roll With The Changes | Reo Speedwagon | source:amperwave-api
2026-04-16T17:09:26.449327+00:00 | Roll With The Changes | Reo Speedwagon | source:amperwave-api
2026-04-16T17:10:03.905148+00:00 | Roll With The Changes | Reo Speedwagon | source:amperwave-api
2026-04-16T17:10:41.008870+00:00 | Roll With The Changes | Reo Speedwagon | source:amperwave-api
2026-04-16T17:12:39.004657+00:00 | Roll With The Changes | Reo Speedwagon | source:amperwave-api
2026-04-16T17:13:18.665857+00:00 | My Kinda Lover | Billy Squier | source:amperwave-api
2026-04-16T17:14:01.104816+00:00 | My Kinda Lover | Billy Squier | source:amperwave-api
2026-04-16T17:14:37.929589+00:00 | My Kinda Lover | Billy Squier | source:amperwave-api
2026-04-16T17:15:14.740096+00:00 | My Kinda Lover | Billy Squier | source:amperwave-api
2026-04-16T17:15:51.157845+00:00 | My Kinda Lover | Billy Squier | source:amperwave-api
2026-04-16T17:16:31.329400+00:00 | My Kinda Lover | Billy Squier | source:amperwave-api
2026-04-16T17:17:23.905180+00:00 | Smokin | Boston | source:amperwave-api
2026-04-16T17:18:08.853711+00:00 | Smokin | Boston | source:amperwave-api
2026-04-16T17:18:46.623766+00:00 | Smokin | Boston | source:amperwave-api
2026-04-16T17:20:26.983494+00:00 | Smokin | Boston | source:amperwave-api
2026-04-16T17:21:05.075340+00:00 | Smokin | Boston | source:amperwave-api
2026-04-16T17:21:45.152663+00:00 | Honky Tonk Women | Rolling Stones | source:amperwave-api
2026-04-16T17:22:22.213122+00:00 | Honky Tonk Women | Rolling Stones | source:amperwave-api
2026-04-16T17:22:59.349287+00:00 | Honky Tonk Women | Rolling Stones | source:amperwave-api
2026-04-16T17:23:36.408098+00:00 | Honky Tonk Women | Rolling Stones | source:amperwave-api
2026-04-16T17:24:13.773149+00:00 | Honky Tonk Women | Rolling Stones | source:amperwave-api
2026-04-16T17:24:51.389739+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-16T17:26:18.401255+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-16T17:26:54.754026+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-16T17:27:31.459988+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-16T17:28:07.984372+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-16T17:28:44.855379+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-16T17:29:23.817510+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:30:01.422843+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:31:28.927251+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:32:07.748578+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:32:45.233889+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:33:23.118923+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:34:00.395329+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:34:39.042653+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:35:17.206097+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:35:53.379036+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:36:31.124433+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:37:07.733206+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:37:44.654345+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:38:20.919506+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:38:59.222236+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:39:38.160752+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:40:17.496458+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:40:53.787798+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:41:31.023328+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:42:07.801696+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:42:45.156596+00:00 | Black | Pearl Jam | source:amperwave-api
2026-04-16T17:43:23.955365+00:00 | Got Me Under Pressure | Zz Top | source:amperwave-api
2026-04-16T17:44:04.830419+00:00 | Got Me Under Pressure | Zz Top | source:amperwave-api
2026-04-16T17:44:48.293778+00:00 | Got Me Under Pressure | Zz Top | source:amperwave-api
2026-04-16T17:45:29.326099+00:00 | Got Me Under Pressure | Zz Top | source:amperwave-api
2026-04-16T17:46:06.754100+00:00 | Got Me Under Pressure | Zz Top | source:amperwave-api
2026-04-16T17:46:42.342842+00:00 | Got Me Under Pressure | Zz Top | source:amperwave-api
2026-04-16T17:48:21.050174+00:00 | Baby I Love Your Way (Live) | Peter Frampton | source:amperwave-api
2026-04-16T17:49:00.305716+00:00 | Baby I Love Your Way (Live) | Peter Frampton | source:amperwave-api
2026-04-16T17:49:37.299138+00:00 | Baby I Love Your Way (Live) | Peter Frampton | source:amperwave-api
2026-04-16T17:50:21.660283+00:00 | Baby I Love Your Way (Live) | Peter Frampton | source:amperwave-api
2026-04-16T17:50:59.667873+00:00 | Baby I Love Your Way (Live) | Peter Frampton | source:amperwave-api
2026-04-16T17:51:36.198507+00:00 | Baby I Love Your Way (Live) | Peter Frampton | source:amperwave-api
2026-04-16T17:52:13.585364+00:00 | Baby I Love Your Way (Live) | Peter Frampton | source:amperwave-api
2026-04-16T17:52:50.901127+00:00 | Baby I Love Your Way (Live) | Peter Frampton | source:amperwave-api
2026-04-16T17:53:26.477064+00:00 | Baby I Love Your Way (Live) | Peter Frampton | source:amperwave-api
2026-04-16T17:55:15.747759+00:00 | Baby I Love Your Way (Live) | Peter Frampton | source:amperwave-api
2026-04-16T17:55:53.770455+00:00 | Baby I Love Your Way (Live) | Peter Frampton | source:amperwave-api
2026-04-16T17:56:51.169996+00:00 | Baby I Love Your Way (Live) | Peter Frampton | source:amperwave-api
2026-04-16T17:57:27.195180+00:00 | Baby I Love Your Way (Live) | Peter Frampton | source:amperwave-api
2026-04-16T17:58:04.882027+00:00 | Baby I Love Your Way (Live) | Peter Frampton | source:amperwave-api
2026-04-16T17:58:41.932668+00:00 | Baby I Love Your Way (Live) | Peter Frampton | source:amperwave-api
2026-04-16T18:00:39.537957+00:00 | Long Long Way From Home | Foreigner | source:amperwave-api
2026-04-16T18:01:15.978090+00:00 | Long Long Way From Home | Foreigner | source:amperwave-api
2026-04-16T18:01:53.393165+00:00 | Lucky Man | Emerson, Lake, And Palmer | source:amperwave-api
